Title,Rating,Genres,Url
Bride of Frankenstein (1935) ,7.8,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt0026138/
Knights of Badassdom (2013) ,5.6,"Action, Adventure, Comedy            ",www.imdb.com/title/tt1545660/
Piranha 3DD (2012) ,3.7,"Comedy, Horror            ",www.imdb.com/title/tt1714203/
Sorority Row (2009) ,5.1,"Horror, Mystery            ",www.imdb.com/title/tt1232783/
An American Werewolf in Paris (1997) ,5.1,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0118604/
Land of the Dead (2005) ,6.2,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt0418819/
Arachnophobia (1990) ,6.4,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0099052/
Resident Evil: Afterlife (2010) ,5.8,"Action, Adventure, Horror            ",www.imdb.com/title/tt1220634/
Friday the 13th Part VII: The New Blood (1988) ,5.3,"Horror, Thriller            ",www.imdb.com/title/tt0095179/
Mark of the Vampire (1935) ,6.3,"Horror, Mystery            ",www.imdb.com/title/tt0026685/
Dracula: Dead and Loving It (1995) ,5.9,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0112896/
The Purge: Anarchy (2014) ,6.4,"Action, Adventure, Horror            ",www.imdb.com/title/tt2975578/
The Prodigy (2019) ,5.8,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt4504044/
Kamera wo tomeruna! (2017) ,7.7,"Comedy, Horror            ",www.imdb.com/title/tt7914416/
Seed of Chucky (2004) ,4.8,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0387575/
Unsane (2018) ,6.4,"Drama, Horror, Mystery            ",www.imdb.com/title/tt7153766/
The Vampire Lovers (1970) ,6.5,Horror            ,www.imdb.com/title/tt0066518/
Ringu (1998) ,7.2,"Horror, Mystery            ",www.imdb.com/title/tt0178868/
Daniel Isn't Real (2019) ,6.0,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt8745960/
Psycho II (1983) ,6.5,"Crime, Horror, Mystery            ",www.imdb.com/title/tt0086154/
Dog Soldiers (2002) ,6.8,"Action, Horror, Thriller            ",www.imdb.com/title/tt0280609/
Bacurau (2019) ,7.5,"Adventure, Horror, Mystery            ",www.imdb.com/title/tt2762506/
Freddy's Dead: The Final Nightmare (1991) ,4.9,"Fantasy, Horror            ",www.imdb.com/title/tt0101917/
Dreamcatcher (2003) ,5.5,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt0285531/
BloodRayne (2005) ,2.9,"Action, Fantasy, Horror            ",www.imdb.com/title/tt0383222/
My Friend Dahmer (2017) ,6.2,"Biography, Drama, Horror            ",www.imdb.com/title/tt2291540/
eXistenZ (1999) ,6.8,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt0120907/
Daybreakers (2009) ,6.4,"Action, Adventure, Fantasy            ",www.imdb.com/title/tt0433362/
Twilight Zone: The Movie (1983) ,6.5,"Horror, Sci-Fi            ",www.imdb.com/title/tt0086491/
Malevolent (III) (2018) ,4.8,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt2386237/
Child's Play 2 (1990) ,5.9,"Horror, Thriller            ",www.imdb.com/title/tt0099253/
Maximum Overdrive (1986) ,5.5,"Action, Comedy, Horror            ",www.imdb.com/title/tt0091499/
American Mary (2012) ,6.3,"Drama, Horror            ",www.imdb.com/title/tt1959332/
Darkness Falls (2003) ,5.0,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt0282209/
Jason Goes to Hell: The Final Friday (1993) ,4.2,"Fantasy, Horror, Thriller            ",www.imdb.com/title/tt0107254/
Dead Ringers (1988) ,7.3,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0094964/
Wolves (2014) ,5.3,"Action, Fantasy, Horror            ",www.imdb.com/title/tt1403241/
Lifeforce (1985) ,6.2,"Action, Horror, Mystery            ",www.imdb.com/title/tt0089489/
Cujo (1983) ,6.1,"Horror, Thriller            ",www.imdb.com/title/tt0085382/
Flatliners (1990) ,6.6,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt0099582/
The Houses October Built (2014) ,5.2,"Horror, Thriller            ",www.imdb.com/title/tt1958043/
Byzantium (2012) ,6.5,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt1531901/
The Hunger (1983) ,6.7,"Drama, Horror            ",www.imdb.com/title/tt0085701/
Underworld Awakening (2012) ,6.4,"Action, Fantasy, Horror            ",www.imdb.com/title/tt1496025/
Resident Evil: Extinction (2007) ,6.3,"Action, Horror, Sci-Fi            ",www.imdb.com/title/tt0432021/
Polaroid (I) (2019) ,5.1,"Drama, Horror, Mystery            ",www.imdb.com/title/tt5598292/
What Ever Happened to Baby Jane? (1962) ,8.1,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0056687/
Saw III (2006) ,6.2,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0489270/
Don't Let Go (2019) ,6.2,"Drama, Horror, Mystery            ",www.imdb.com/title/tt6803212/
Freaks (1932) ,7.9,"Drama, Horror            ",www.imdb.com/title/tt0022913/
Dracula (1958) ,7.3,"Drama, Horror            ",www.imdb.com/title/tt0051554/
AVPR: Aliens vs Predator - Requiem (2007) ,4.7,"Action, Adventure, Fantasy            ",www.imdb.com/title/tt0758730/
Hellraiser III: Hell on Earth (1992) ,5.5,Horror            ,www.imdb.com/title/tt0104409/
The Brothers Grimm (2005) ,5.9,"Action, Adventure, Comedy            ",www.imdb.com/title/tt0355295/
The Void (I) (2016) ,5.8,"Horror, Mystery, Sci-Fi            ",www.imdb.com/title/tt4255304/
Grave Encounters (2011) ,6.1,"Horror, Mystery            ",www.imdb.com/title/tt1703199/
Verotika (2019) ,1.8,Horror            ,www.imdb.com/title/tt9425078/
Village of the Damned (1960) ,7.3,"Horror, Sci-Fi            ",www.imdb.com/title/tt0054443/
Awoken (2019) ,5.8,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt7838536/
End of Days (1999) ,5.8,"Action, Fantasy, Horror            ",www.imdb.com/title/tt0146675/
Rings (2017) ,4.5,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0498381/
The Scientist (2020) ,2.7,Horror            ,www.imdb.com/title/tt7741388/
Feardotcom (2002) ,3.4,"Crime, Horror, Thriller            ",www.imdb.com/title/tt0295254/
King Kong (1933) ,7.9,"Adventure, Horror, Sci-Fi            ",www.imdb.com/title/tt0024216/
Creep 2 (2017) ,6.4,"Horror, Thriller            ",www.imdb.com/title/tt3654796/
Abraham Lincoln: Vampire Hunter (2012) ,5.9,"Action, Fantasy, Horror            ",www.imdb.com/title/tt1611224/
Peeping Tom (1960) ,7.7,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0054167/
The Wicker Man (2006) ,3.7,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0450345/
Exorcist II: The Heretic (1977) ,3.8,Horror            ,www.imdb.com/title/tt0076009/
Curse of Chucky (2013) ,5.6,"Horror, Thriller            ",www.imdb.com/title/tt2230358/
Reaptown (2020) ,3.7,Horror            ,www.imdb.com/title/tt11638714/
The Watcher in the Woods (1980) ,6.3,"Family, Horror, Mystery            ",www.imdb.com/title/tt0081738/
Villains (I) (2019) ,6.2,"Comedy, Drama, Horror            ",www.imdb.com/title/tt6378710/
"Janghwa, Hongryeon (2003) ",7.2,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0365376/
The Invisible Man (1933) ,7.7,"Horror, Sci-Fi            ",www.imdb.com/title/tt0024184/
Victor Frankenstein (2015) ,6.0,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt1976009/
Ghostland (2018) ,6.4,"Drama, Horror, Mystery            ",www.imdb.com/title/tt6195094/
L'uomo del labirinto (2019) ,5.5,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt8594376/
The Row (I) (2018) ,3.3,"Horror, Thriller            ",www.imdb.com/title/tt8074486/
The Sandman (III) (2017) ,4.4,Horror            ,www.imdb.com/title/tt7369722/
I Spit on Your Grave: Deja Vu (2019) ,2.3,"Horror, Thriller            ",www.imdb.com/title/tt4058836/
The House That Dripped Blood (1971) ,6.6,Horror            ,www.imdb.com/title/tt0065854/
Jaws 2 (1978) ,5.8,"Adventure, Horror, Thriller            ",www.imdb.com/title/tt0077766/
Mimic (1997) ,6.0,"Horror, Sci-Fi            ",www.imdb.com/title/tt0119675/
Lords of Chaos (2018) ,6.5,"Biography, Drama, Horror            ",www.imdb.com/title/tt4669296/
Krampus (I) (2015) ,6.1,"Comedy, Drama, Fantasy            ",www.imdb.com/title/tt3850590/
Extra Ordinary (2019) ,6.4,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt8233874/
Blood Quantum (2019) ,5.5,Horror            ,www.imdb.com/title/tt7394674/
The Other (1972) ,6.9,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0069050/
Pumpkinhead (1988) ,6.2,"Fantasy, Horror            ",www.imdb.com/title/tt0095925/
Eight Legged Freaks (2002) ,5.4,"Action, Adventure, Comedy            ",www.imdb.com/title/tt0271367/
Girlhouse (2014) ,5.5,"Horror, Thriller            ",www.imdb.com/title/tt2577172/
Witches in the Woods (2019) ,4.2,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt8354344/
Lord of Illusions (1995) ,6.1,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0113690/
La llorona (2019) ,6.5,"Drama, Horror, Thriller            ",www.imdb.com/title/tt10767168/
Hell Fest (2018) ,5.5,"Horror, Thriller            ",www.imdb.com/title/tt1999890/
A Girl Walks Home Alone at Night (2014) ,7.0,"Drama, Horror            ",www.imdb.com/title/tt2326554/
Sea Fever (2019) ,5.7,"Drama, Horror, Mystery            ",www.imdb.com/title/tt2716382/
I Am the Pretty Thing That Lives in the House (2016) ,4.5,"Drama, Horror, Mystery            ",www.imdb.com/title/tt5059406/
Odd Thomas (2013) ,6.8,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt1767354/
The Bye Bye Man (2017) ,4.2,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt4030600/
The Possession (I) (2012) ,5.9,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0431021/
The Fury (1978) ,6.4,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt0077588/
Doom: Annihilation (2019) ,3.6,"Action, Adventure, Horror            ",www.imdb.com/title/tt8328716/
Paranormal Activity: The Ghost Dimension (2015) ,4.6,"Horror, Mystery            ",www.imdb.com/title/tt2473510/
V/H/S (2012) ,5.8,"Horror, Thriller            ",www.imdb.com/title/tt2105044/
Les yeux sans visage (1960) ,7.7,"Drama, Horror            ",www.imdb.com/title/tt0053459/
The Fourth Kind (2009) ,5.9,"Horror, Mystery, Sci-Fi            ",www.imdb.com/title/tt1220198/
The Prophecy (1995) ,6.5,"Action, Crime, Drama            ",www.imdb.com/title/tt0114194/
Mayhem (2017) ,6.4,"Action, Comedy, Horror            ",www.imdb.com/title/tt4348012/
What Keeps You Alive (2018) ,5.7,"Horror, Thriller            ",www.imdb.com/title/tt7073710/
Nosferatu: Phantom der Nacht (1979) ,7.5,"Drama, Horror            ",www.imdb.com/title/tt0079641/
Bug (2006) ,6.1,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0470705/
Amulet (2020) ,4.6,Horror            ,www.imdb.com/title/tt8332802/
Friday the 13th Part VIII: Jason Takes Manhattan (1989) ,4.6,"Adventure, Horror, Thriller            ",www.imdb.com/title/tt0097388/
Predator 2 (1990) ,6.3,"Action, Horror, Sci-Fi            ",www.imdb.com/title/tt0100403/
A Nightmare on Elm Street: The Dream Child (1989) ,5.2,"Fantasy, Horror            ",www.imdb.com/title/tt0097981/
The Intruder (I) (2019) ,5.6,"Drama, Horror, Mystery            ",www.imdb.com/title/tt6722030/
Matriarch (I) (2018) ,5.4,"Horror, Thriller            ",www.imdb.com/title/tt6301452/
Le pacte des loups (2001) ,7.0,"Action, Adventure, Drama            ",www.imdb.com/title/tt0237534/
Aterrados (2017) ,6.5,Horror            ,www.imdb.com/title/tt7549892/
Tales from the Darkside: The Movie (1990) ,6.3,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0100740/
Mom and Dad (2017) ,5.5,"Comedy, Horror, Thriller            ",www.imdb.com/title/tt5462326/
Tumbbad (2018) ,8.3,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt8239946/
Unfriended (2014) ,5.5,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt3713166/
Quarantine (2008) ,5.9,"Horror, Thriller            ",www.imdb.com/title/tt1082868/
Witchboard (1986) ,5.7,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0090327/
Cronos (1993) ,6.7,Horror            ,www.imdb.com/title/tt0104029/
Jaws: The Revenge (1987) ,3.0,"Adventure, Horror, Thriller            ",www.imdb.com/title/tt0093300/
Fright Night Part 2 (1988) ,5.9,"Comedy, Horror, Thriller            ",www.imdb.com/title/tt0097390/
Carnival of Souls (1962) ,7.1,"Horror, Mystery            ",www.imdb.com/title/tt0055830/
Black Death (2010) ,6.4,"Action, Drama, History            ",www.imdb.com/title/tt1181791/
Maniac (1980) ,6.5,"Crime, Drama, Horror            ",www.imdb.com/title/tt0081114/
Scary Movie 4 (2006) ,5.1,"Comedy, Horror            ",www.imdb.com/title/tt0362120/
Club Dread (2004) ,5.7,"Comedy, Horror, Mystery            ",www.imdb.com/title/tt0331953/
Possum (2018) ,5.7,"Drama, Horror, Mystery            ",www.imdb.com/title/tt6081670/
Look Away (2018) ,5.9,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt5834760/
The Stuff (1985) ,5.9,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0090094/
Pi (1998) ,7.4,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0138704/
Poltergeist III (1988) ,4.7,"Horror, Thriller            ",www.imdb.com/title/tt0095889/
The Other Lamb (2019) ,5.1,"Drama, Horror            ",www.imdb.com/title/tt7737734/
Jessabelle (2014) ,5.4,"Drama, Horror, Mystery            ",www.imdb.com/title/tt2300975/
Take Shelter (2011) ,7.4,"Drama, Horror, Thriller            ",www.imdb.com/title/tt1675192/
The Haunting in Connecticut (2009) ,5.9,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0492044/
Eliza Graves (2014) ,6.8,"Drama, Horror, Thriller            ",www.imdb.com/title/tt1772264/
The Hole in the Ground (2019) ,5.7,"Drama, Horror, Mystery            ",www.imdb.com/title/tt6198946/
Thelma (2017) ,7.0,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt6304046/
Halloween Ends (2022) ,None,"Horror, Thriller            ",www.imdb.com/title/tt10665342/
Das Cabinet des Dr. Caligari (1920) ,8.1,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt0010323/
Bloody Hell (2020) ,6.3,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt9772374/
Hatchet (2006) ,5.7,"Comedy, Horror, Thriller            ",www.imdb.com/title/tt0422401/
The Belko Experiment (2016) ,6.1,"Horror, Thriller            ",www.imdb.com/title/tt1082807/
Deadly Blessing (1981) ,5.6,"Horror, Thriller            ",www.imdb.com/title/tt0082245/
The Curse of the Were-Rabbit (2005) ,7.4,"Animation, Adventure, Comedy            ",www.imdb.com/title/tt0312004/
Beyond the Black Rainbow (2010) ,6.0,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt1534085/
Rabid (2019) ,5.2,"Horror, Sci-Fi            ",www.imdb.com/title/tt5628902/
The Collection (II) (2012) ,6.1,"Action, Adventure, Crime            ",www.imdb.com/title/tt1748227/
Body Cam (2020) ,5.2,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt8179024/
A Haunted House (2013) ,5.0,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt2243537/
Waxwork (1988) ,6.2,"Comedy, Horror            ",www.imdb.com/title/tt0096426/
Super Dark Times (2017) ,6.6,"Crime, Drama, Horror            ",www.imdb.com/title/tt5112578/
Gothika (2003) ,5.8,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0348836/
Wolf Creek (2005) ,6.2,"Crime, Horror, Thriller            ",www.imdb.com/title/tt0416315/
The Rite (2011) ,6.0,"Drama, Horror, Mystery            ",www.imdb.com/title/tt1161864/
The Human Centipede III (Final Sequence) (2015) ,2.7,"Comedy, Crime, Horror            ",www.imdb.com/title/tt1883367/
Southbound (2015) ,5.9,Horror            ,www.imdb.com/title/tt4935334/
Trick or Treat (1986) ,5.8,"Comedy, Horror, Music            ",www.imdb.com/title/tt0092112/
Les lèvres rouges (1971) ,6.6,Horror            ,www.imdb.com/title/tt0067690/
Creepshow 2 (1987) ,6.1,"Fantasy, Horror            ",www.imdb.com/title/tt0092796/
Blair Witch (2016) ,5.0,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt1540011/
Red Riding Hood (2011) ,5.5,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt1486185/
13 Sins (2014) ,6.3,"Horror, Thriller            ",www.imdb.com/title/tt2059171/
Shutter (II) (2004) ,7.1,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0440803/
My Bloody Valentine (1981) ,6.3,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0082782/
Troll 2 (1990) ,2.9,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0105643/
Cult of Chucky (2017) ,5.2,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt3280262/
They (2002) ,4.8,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0283632/
Behind You (2020) ,4.2,Horror            ,www.imdb.com/title/tt7335796/
The Mummy (1932) ,7.1,"Fantasy, Horror            ",www.imdb.com/title/tt0023245/
Black Christmas (2019) ,3.2,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt10481868/
Vampire in Brooklyn (1995) ,4.6,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0114825/
The Adventures of Ichabod and Mr. Toad (1949) ,7.0,"Animation, Comedy, Family            ",www.imdb.com/title/tt0041094/
Curtains (1983) ,5.7,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0085385/
A Night of Horror: Nightmare Radio (2019) ,5.1,"Horror, Mystery            ",www.imdb.com/title/tt10756374/
Repo! The Genetic Opera (2008) ,6.6,"Horror, Musical, Sci-Fi            ",www.imdb.com/title/tt0963194/
Psycho Beach Party (2000) ,6.2,"Comedy, Horror, Mystery            ",www.imdb.com/title/tt0206226/
The Unborn (2009) ,4.8,"Drama, Horror, Mystery            ",www.imdb.com/title/tt1139668/
Our House (I) (2018) ,5.3,"Drama, Horror, Mystery            ",www.imdb.com/title/tt2018069/
Ouija (II) (2014) ,4.5,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt1204977/
The Voices (2014) ,6.4,"Comedy, Crime, Horror            ",www.imdb.com/title/tt1567437/
WNUF Halloween Special (2013) ,6.5,"Comedy, Horror            ",www.imdb.com/title/tt3104078/
The Stepford Wives (2004) ,5.3,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0327162/
Holidays (2016) ,5.1,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt4419364/
Cat People (1942) ,7.3,"Fantasy, Horror, Thriller            ",www.imdb.com/title/tt0034587/
Communion (1976) ,6.5,"Crime, Drama, Horror            ",www.imdb.com/title/tt0076150/
Jaws 3-D (1983) ,3.7,"Adventure, Horror, Thriller            ",www.imdb.com/title/tt0085750/
Phenomena (1985) ,6.8,"Horror, Mystery            ",www.imdb.com/title/tt0087909/
Saw IV (2007) ,5.9,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0890870/
Pet Sematary II (1992) ,4.9,"Fantasy, Horror            ",www.imdb.com/title/tt0105128/
The Exorcist (2021) ,None,Horror            ,www.imdb.com/title/tt12921446/
Pet (2016) ,5.7,"Horror, Thriller            ",www.imdb.com/title/tt1183374/
Don't Fuck in the Woods (2016) ,2.7,Horror            ,www.imdb.com/title/tt3620452/
Maniac (2012) ,6.1,"Horror, Thriller            ",www.imdb.com/title/tt2103217/
Antrum: The Deadliest Film Ever Made (2018) ,4.9,Horror            ,www.imdb.com/title/tt9213244/
Phantom of the Paradise (1974) ,7.4,"Comedy, Drama, Fantasy            ",www.imdb.com/title/tt0071994/
The Divide (2011) ,5.8,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt1535616/
Profondo rosso (1975) ,7.6,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0073582/
Cabin Fever (2016) ,3.7,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt3832096/
Kindred (2020) ,None,"Drama, Horror, Mystery            ",www.imdb.com/title/tt9742392/
Perempuan Tanah Jahanam (2019) ,6.8,"Drama, Horror, Mystery            ",www.imdb.com/title/tt9000302/
Night of the Creeps (1986) ,6.8,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0091630/
The Woman (I) (2011) ,6.0,"Drama, Horror            ",www.imdb.com/title/tt1714208/
The Crazies (1973) ,6.1,"Action, Horror, Sci-Fi            ",www.imdb.com/title/tt0069895/
Cell (I) (2016) ,4.3,"Action, Drama, Horror            ",www.imdb.com/title/tt0775440/
The Dare (2019) ,5.0,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt6270640/
Monsterland (2016) ,5.1,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt5703038/
The Entity (1982) ,6.7,"Drama, Horror            ",www.imdb.com/title/tt0082334/
Zombie Strippers! (2008) ,4.1,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0960890/
The Orchard (2020) ,3.3,"Crime, Horror, Thriller            ",www.imdb.com/title/tt5761986/
Kadaver (2020) ,None,"Drama, Horror, Thriller            ",www.imdb.com/title/tt11284280/
April Fool's Day (1986) ,6.2,"Horror, Mystery            ",www.imdb.com/title/tt0090655/
The Wolf Man (1941) ,7.3,Horror            ,www.imdb.com/title/tt0034398/
Black Rock (2012) ,4.7,"Horror, Thriller            ",www.imdb.com/title/tt1930294/
The Car (1977) ,6.2,"Action, Horror, Mystery            ",www.imdb.com/title/tt0075809/
The Blob (1958) ,6.4,"Horror, Sci-Fi            ",www.imdb.com/title/tt0051418/
Broil (2020) ,5.7,"Fantasy, Horror, Thriller            ",www.imdb.com/title/tt8997712/
Excision (2012) ,6.1,"Comedy, Drama, Horror            ",www.imdb.com/title/tt1984153/
Escape Room 2 (2021) ,None,"Action, Adventure, Horror            ",www.imdb.com/title/tt9844522/
May (2002) ,6.6,"Comedy, Drama, Horror            ",www.imdb.com/title/tt0303361/
The Man Who Laughs (1928) ,7.7,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0019130/
Kill List (2011) ,6.4,"Action, Crime, Horror            ",www.imdb.com/title/tt1788391/
The Devil's Doorway (2018) ,5.2,Horror            ,www.imdb.com/title/tt6793280/
Snowtown (2011) ,6.6,"Biography, Crime, Drama            ",www.imdb.com/title/tt1680114/
Little Shop of Horrors ,None,"Comedy, Horror, Musical            ",www.imdb.com/title/tt2391023/
Morgan (2016) ,5.8,"Action, Horror, Sci-Fi            ",www.imdb.com/title/tt4520364/
The Reckoning (2020) ,5.0,"History, Horror            ",www.imdb.com/title/tt9182964/
Elizabeth Harvest (2018) ,5.8,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt6852872/
Turistas (2006) ,5.4,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0454970/
Basket Case (1982) ,6.2,"Comedy, Horror            ",www.imdb.com/title/tt0083624/
I Spit on Your Grave 3: Vengeance Is Mine (2015) ,5.2,"Horror, Thriller            ",www.imdb.com/title/tt4530884/
Tetsuo (1989) ,7.0,"Fantasy, Horror, Sci-Fi            ",www.imdb.com/title/tt0096251/
Zombi 2 (1979) ,6.9,Horror            ,www.imdb.com/title/tt0080057/
Spring (I) (2014) ,6.7,"Horror, Romance, Sci-Fi            ",www.imdb.com/title/tt3395184/
Thinner (1996) ,5.8,"Fantasy, Horror            ",www.imdb.com/title/tt0117894/
VFW (2019) ,6.1,"Action, Crime, Horror            ",www.imdb.com/title/tt9894470/
Inferno (1980) ,6.6,Horror            ,www.imdb.com/title/tt0080923/
Hide and Seek (2005) ,6.0,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0382077/
Mirrors (I) (2008) ,6.2,"Horror, Mystery            ",www.imdb.com/title/tt0790686/
Le daim (2019) ,6.7,"Comedy, Horror            ",www.imdb.com/title/tt8193790/
Open Water (2003) ,5.7,"Adventure, Drama, Horror            ",www.imdb.com/title/tt0374102/
The Gift (2000) ,6.6,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt0219699/
À l'intérieur (2007) ,6.8,Horror            ,www.imdb.com/title/tt0856288/
Images (1972) ,7.1,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0068732/
Demonic (2015) ,5.3,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt1841642/
Child's Play 3 (1991) ,5.1,"Horror, Thriller            ",www.imdb.com/title/tt0103956/
Rent-a-Pal (2020) ,6.0,"Horror, Thriller            ",www.imdb.com/title/tt12274228/
Dead Calm (1989) ,6.8,"Horror, Thriller            ",www.imdb.com/title/tt0097162/
Dracula A.D. 1972 (1972) ,6.0,Horror            ,www.imdb.com/title/tt0068505/
Theater of Blood (1973) ,7.2,"Comedy, Drama, Horror            ",www.imdb.com/title/tt0070791/
Dèmoni (1985) ,6.7,Horror            ,www.imdb.com/title/tt0089013/
The Loved Ones (2009) ,6.6,"Horror, Thriller            ",www.imdb.com/title/tt1316536/
Fade to Black (1980) ,5.9,"Comedy, Crime, Horror            ",www.imdb.com/title/tt0080711/
Repulsion (1965) ,7.7,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0059646/
Deep Rising (1998) ,6.1,"Action, Adventure, Horror            ",www.imdb.com/title/tt0118956/
Henry: Portrait of a Serial Killer (1986) ,7.0,"Biography, Crime, Drama            ",www.imdb.com/title/tt0099763/
Bad Taste (1987) ,6.6,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0092610/
The Forest (I) (2016) ,4.8,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt3387542/
Night of the Comet (1984) ,6.4,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0087799/
Altered States (1980) ,6.9,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt0080360/
The Prowler (1981) ,6.1,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0082951/
Disturbing Behavior (1998) ,5.7,"Horror, Mystery, Sci-Fi            ",www.imdb.com/title/tt0134619/
Hell Night (1981) ,5.8,"Horror, Thriller            ",www.imdb.com/title/tt0082511/
Anacondas: The Hunt for the Blood Orchid (2004) ,4.7,"Action, Adventure, Horror            ",www.imdb.com/title/tt0366174/
Rubber (2010) ,5.8,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt1612774/
Berlin Syndrome (2017) ,6.3,"Drama, Horror, Mystery            ",www.imdb.com/title/tt3335606/
The Relic (1997) ,5.8,"Horror, Mystery, Sci-Fi            ",www.imdb.com/title/tt0120004/
The Deeper You Dig (2019) ,5.3,"Drama, Horror            ",www.imdb.com/title/tt10563420/
Damien: Omen II (1978) ,6.3,Horror            ,www.imdb.com/title/tt0077394/
Saw V (2008) ,5.8,"Horror, Mystery            ",www.imdb.com/title/tt1132626/
Shark Night 3D (2011) ,4.0,"Horror, Thriller            ",www.imdb.com/title/tt1633356/
We Are What We Are (2013) ,5.9,"Drama, Horror, Thriller            ",www.imdb.com/title/tt2309021/
Little Evil (2017) ,5.7,"Comedy, Horror            ",www.imdb.com/title/tt2937366/
Chopping Mall (1986) ,5.6,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0090837/
Cooties (2014) ,5.7,"Action, Comedy, Horror            ",www.imdb.com/title/tt2490326/
