Title,Rating,Genres,Url
Alone in the Dark (2005) ,2.4,"Action, Horror, Sci-Fi            ",www.imdb.com/title/tt0369226/
The Dentist (1996) ,5.3,Horror            ,www.imdb.com/title/tt0116075/
Errementari (2017) ,6.4,"Fantasy, Horror            ",www.imdb.com/title/tt5592878/
The Last Exorcism (2010) ,5.6,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt1320244/
Dolls (1987) ,6.3,Horror            ,www.imdb.com/title/tt0092906/
Deathgasm (2015) ,6.3,"Action, Comedy, Horror            ",www.imdb.com/title/tt3705412/
Sundown: The Vampire in Retreat (1989) ,6.1,"Comedy, Horror, Western            ",www.imdb.com/title/tt0098412/
Angst (I) (1983) ,7.3,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0165623/
Baskin (2015) ,5.8,Horror            ,www.imdb.com/title/tt4935418/
The Tall Man (2012) ,5.9,"Crime, Drama, Horror            ",www.imdb.com/title/tt1658837/
La terza madre (2007) ,5.1,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0804507/
Body Snatchers (1993) ,6.0,"Horror, Sci-Fi            ",www.imdb.com/title/tt0106452/
Eaten Alive (1976) ,5.5,"Horror, Thriller            ",www.imdb.com/title/tt0074455/
Bait (III) (2012) ,5.2,"Action, Adventure, Drama            ",www.imdb.com/title/tt1438173/
Ganja & Hess (1973) ,6.3,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt0068619/
Snow White: A Tale of Terror (1997) ,6.2,"Adventure, Fantasy, Horror            ",www.imdb.com/title/tt0119227/
Housebound (2014) ,6.8,"Comedy, Horror, Mystery            ",www.imdb.com/title/tt3504048/
Critters 2 (1988) ,5.5,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0094919/
Pig (2010) ,4.1,Horror            ,www.imdb.com/title/tt1637712/
La región salvaje (2016) ,6.2,"Drama, Horror, Mystery            ",www.imdb.com/title/tt5265960/
Kaidan (1964) ,8.0,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt0058279/
See No Evil (2006) ,5.1,"Action, Horror, Thriller            ",www.imdb.com/title/tt0437179/
Dead of Night (1974) ,6.6,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0068457/
Red Lights (2012) ,6.2,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt1748179/
Tideland (2005) ,6.5,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt0410764/
Sky Sharks (2020) ,5.0,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt3977848/
Malignant (IV) ,None,Horror            ,www.imdb.com/title/tt3811906/
Deadly Friend (1986) ,5.6,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt0090917/
The Dark (I) (2018) ,5.6,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt6832388/
White Noise (I) (2005) ,5.5,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0375210/
Hatchet II (2010) ,5.5,"Action, Comedy, Horror            ",www.imdb.com/title/tt1270835/
Borgman (2013) ,6.7,"Drama, Horror, Mystery            ",www.imdb.com/title/tt1954315/
The Old Dark House (1932) ,7.1,"Comedy, Horror, Thriller            ",www.imdb.com/title/tt0023293/
Outpost (2008) ,5.8,"Action, Horror, Sci-Fi            ",www.imdb.com/title/tt0892899/
After Midnight (2019) ,5.3,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt8358220/
Bloody Birthday (1981) ,5.8,"Horror, Thriller            ",www.imdb.com/title/tt0082084/
Turbo Kid (2015) ,6.7,"Action, Adventure, Comedy            ",www.imdb.com/title/tt3672742/
Død snø (2009) ,6.3,"Comedy, Horror            ",www.imdb.com/title/tt1278340/
The ABCs of Death (2012) ,4.7,"Comedy, Horror            ",www.imdb.com/title/tt1935896/
The Hidden (1987) ,7.0,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt0093185/
Resident Evil: Vendetta (2017) ,6.3,"Animation, Action, Adventure            ",www.imdb.com/title/tt5776208/
The Town That Dreaded Sundown (2014) ,5.6,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt2561546/
The Executioners (2018) ,3.8,"Horror, Thriller            ",www.imdb.com/title/tt6185998/
Warlock (1989) ,6.3,"Action, Fantasy, Horror            ",www.imdb.com/title/tt0098622/
V/H/S/2 (2013) ,6.0,"Horror, Thriller            ",www.imdb.com/title/tt2450186/
Furie (2019) ,5.6,"Horror, Thriller            ",www.imdb.com/title/tt8246392/
Porno (2019) ,4.9,"Comedy, Horror            ",www.imdb.com/title/tt8485772/
Sleepaway Camp III: Teenage Wasteland (1989) ,5.2,"Comedy, Horror            ",www.imdb.com/title/tt0096119/
The Pool (III) (2018) ,5.4,"Action, Drama, Horror            ",www.imdb.com/title/tt9128686/
Dead End (I) (2003) ,6.6,"Adventure, Horror, Mystery            ",www.imdb.com/title/tt0308152/
Clinical (2017) ,5.1,"Horror, Thriller            ",www.imdb.com/title/tt5577742/
Jacob's Ladder (2019) ,3.4,"Drama, Horror, Mystery            ",www.imdb.com/title/tt3016748/
Children of the Corn III: Urban Harvest (1995) ,4.2,"Horror, Thriller            ",www.imdb.com/title/tt0109415/
Sightseers (2012) ,6.5,"Adventure, Comedy, Crime            ",www.imdb.com/title/tt2023690/
The Innkeepers (2011) ,5.4,"Drama, Horror, Mystery            ",www.imdb.com/title/tt1594562/
Daddy's Girl (II) (2018) ,4.5,"Crime, Horror, Thriller            ",www.imdb.com/title/tt1662546/
Night of the Demon (1957) ,7.5,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt0050766/
Inbred (2011) ,5.2,"Comedy, Horror            ",www.imdb.com/title/tt1723124/
The Reef (2010) ,5.8,"Adventure, Drama, Horror            ",www.imdb.com/title/tt1320291/
Chang-gwol (2018) ,6.3,"Action, Horror            ",www.imdb.com/title/tt6927152/
Little Joe (2019) ,5.9,"Drama, Horror, Mystery            ",www.imdb.com/title/tt9204204/
Vamps (2012) ,5.2,"Comedy, Horror, Romance            ",www.imdb.com/title/tt1545106/
Sebelum Iblis Menjemput (2018) ,6.0,Horror            ,www.imdb.com/title/tt8765496/
Devil Girl from Mars (1954) ,5.0,"Horror, Sci-Fi            ",www.imdb.com/title/tt0046907/
The Unfamiliar (2020) ,5.2,"Horror, Thriller            ",www.imdb.com/title/tt8109470/
The House on Sorority Row (1982) ,6.0,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0085694/
No profanar el sueño de los muertos (1974) ,6.8,Horror            ,www.imdb.com/title/tt0071431/
Science Fiction Volume One: The Osiris Child (2016) ,5.6,"Action, Adventure, Drama            ",www.imdb.com/title/tt4536768/
Cannibal Women in the Avocado Jungle of Death (1989) ,4.8,"Action, Adventure, Comedy            ",www.imdb.com/title/tt0094834/
Hagazussa (2017) ,5.9,"Drama, Horror            ",www.imdb.com/title/tt7323600/
Trog (1970) ,3.9,"Horror, Sci-Fi            ",www.imdb.com/title/tt0066492/
Bride of Re-Animator (1990) ,6.3,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0099180/
Ajin (2017) ,6.4,"Action, Horror, Mystery            ",www.imdb.com/title/tt6215712/
Among the Shadows (I) (2019) ,2.1,"Action, Crime, Drama            ",www.imdb.com/title/tt5206770/
La bête (1975) ,5.7,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt0072752/
Happy Birthday to Me (1981) ,6.1,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0082498/
Below (2002) ,6.1,"Action, Horror, Mystery            ",www.imdb.com/title/tt0276816/
Dahmer (2002) ,5.6,"Biography, Crime, Drama            ",www.imdb.com/title/tt0285728/
Virus (1999) ,5.0,"Action, Horror, Sci-Fi            ",www.imdb.com/title/tt0120458/
Street Trash (1987) ,6.1,"Comedy, Horror            ",www.imdb.com/title/tt0094057/
Valerie a týden divu (1970) ,7.2,"Adventure, Drama, Fantasy            ",www.imdb.com/title/tt0066516/
Return to Horror High (1987) ,4.3,"Comedy, Horror            ",www.imdb.com/title/tt0093854/
The Curse of the Mummy's Tomb (1964) ,5.7,Horror            ,www.imdb.com/title/tt0057986/
Ginger Snaps 2: Unleashed (2004) ,6.4,"Horror, Thriller            ",www.imdb.com/title/tt0353489/
Tenemos la carne (2016) ,4.7,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt4682708/
Ice Cream Man (1995) ,4.9,"Comedy, Horror, Thriller            ",www.imdb.com/title/tt0113376/
Scare Me (II) (2020) ,3.4,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt12098670/
The Child Remains (2017) ,4.5,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt5343532/
The Farm (I) (2018) ,3.7,Horror            ,www.imdb.com/title/tt7959500/
The Mummy Rebirth (2019) ,2.8,"Action, Horror            ",www.imdb.com/title/tt10378798/
Becoming (I) (2020) ,4.6,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt2573372/
The Lost Empire (1984) ,4.6,"Action, Adventure, Comedy            ",www.imdb.com/title/tt0089503/
Dracula: Prince of Darkness (1966) ,6.8,Horror            ,www.imdb.com/title/tt0059127/
Piercing (2018) ,5.6,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt6516314/
Post Mortem (I) (2020) ,6.9,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt9834506/
Rawhead Rex (1986) ,5.3,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt0091829/
Candyman: Farewell to the Flesh (1995) ,5.3,"Horror, Thriller            ",www.imdb.com/title/tt0112625/
Into the Grizzly Maze (2015) ,5.3,"Action, Adventure, Drama            ",www.imdb.com/title/tt1694021/
Open Grave (2013) ,6.2,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt2071550/
Hello Mary Lou: Prom Night II (1987) ,5.7,"Horror, Thriller            ",www.imdb.com/title/tt0093176/
Ghoulies (1984) ,4.2,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0089200/
Five Nights at Freddy's ,None,"Horror, Sci-Fi            ",www.imdb.com/title/tt4589218/
The Keep (1983) ,5.8,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt0085780/
Rattlesnake (2019) ,4.6,"Drama, Horror, Mystery            ",www.imdb.com/title/tt9257484/
Demon Seed (1977) ,6.3,"Horror, Sci-Fi            ",www.imdb.com/title/tt0075931/
Alligator (1980) ,6.0,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt0080354/
Grave Encounters 2 (2012) ,5.1,"Horror, Mystery            ",www.imdb.com/title/tt2231554/
Stephanie (I) (2017) ,5.8,"Horror, Mystery            ",www.imdb.com/title/tt3829378/
La montagna del dio cannibale (1978) ,5.3,"Adventure, Horror            ",www.imdb.com/title/tt0077945/
See No Evil 2 (2014) ,4.7,"Action, Horror, Thriller            ",www.imdb.com/title/tt3106120/
Bad Moon (1996) ,5.9,"Horror, Thriller            ",www.imdb.com/title/tt0115610/
Selfie from Hell (2018) ,3.0,"Horror, Mystery            ",www.imdb.com/title/tt5686622/
The Disappointments Room (2016) ,3.9,"Drama, Horror, Thriller            ",www.imdb.com/title/tt2364897/
Penance Lane (2020) ,4.8,Horror            ,www.imdb.com/title/tt1964995/
Fido (2006) ,6.7,"Comedy, Drama, Horror            ",www.imdb.com/title/tt0457572/
Open Water 2: Adrift (2006) ,5.2,"Adventure, Drama, Horror            ",www.imdb.com/title/tt0470055/
Hobo with a Shotgun (2011) ,6.1,"Action, Comedy, Horror            ",www.imdb.com/title/tt1640459/
Kanchana: Muni 2 (2011) ,6.6,"Comedy, Horror            ",www.imdb.com/title/tt2034026/
Dark Angel (1990) ,6.1,"Action, Crime, Horror            ",www.imdb.com/title/tt0099817/
Followed (II) (2018) ,5.1,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt5563782/
Vargtimmen (1968) ,7.6,"Drama, Horror            ",www.imdb.com/title/tt0063759/
Dead & Buried (1981) ,6.6,"Horror, Mystery            ",www.imdb.com/title/tt0082242/
The Last Days on Mars (2013) ,5.5,"Adventure, Horror, Sci-Fi            ",www.imdb.com/title/tt1709143/
Mermaid Down (2019) ,5.8,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt3584496/
Phantasm II (1988) ,6.5,"Action, Fantasy, Horror            ",www.imdb.com/title/tt0095863/
Kristy (2014) ,5.9,"Horror, Thriller            ",www.imdb.com/title/tt2027136/
Pandemic (2016) ,4.4,"Action, Horror, Sci-Fi            ",www.imdb.com/title/tt3774802/
Dracula Has Risen from the Grave (1968) ,6.6,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt0062909/
Dr. Jekyll and Mr. Hyde (1931) ,7.6,"Horror, Sci-Fi            ",www.imdb.com/title/tt0022835/
The Burrowers (2008) ,5.7,"Horror, Thriller, Western            ",www.imdb.com/title/tt0445939/
Dead of Night (1945) ,7.7,"Drama, Horror            ",www.imdb.com/title/tt0037635/
Eerie (2018) ,4.7,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt8723216/
Split Second (1992) ,6.2,"Action, Crime, Horror            ",www.imdb.com/title/tt0105459/
Nekromantik (1987) ,5.0,Horror            ,www.imdb.com/title/tt0093608/
The Russian Bride (2019) ,5.3,"Horror, Thriller            ",www.imdb.com/title/tt6214468/
6 Souls (2010) ,6.1,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt1179069/
Homewrecker (I) (2019) ,5.8,"Comedy, Horror            ",www.imdb.com/title/tt10560862/
Brainscan (1994) ,6.1,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0109327/
Rusalka: Ozero myortvykh (2018) ,4.4,"Drama, Fantasy, Horror            ",www.imdb.com/title/tt7162390/
Abgeschnitten (2018) ,6.6,"Action, Crime, Horror            ",www.imdb.com/title/tt3645988/
The Sacrament (2013) ,6.1,"Horror, Thriller            ",www.imdb.com/title/tt2383068/
Sorority Babes in the Slimeball Bowl-O-Rama (1988) ,5.0,"Comedy, Horror            ",www.imdb.com/title/tt0096142/
An Affair to Die For (2019) ,4.8,"Horror, Thriller            ",www.imdb.com/title/tt8620646/
Cherry Falls (2000) ,5.2,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0175526/
Onibaba (1964) ,8.0,"Drama, Horror            ",www.imdb.com/title/tt0058430/
The Devil Rides Out (1968) ,7.0,Horror            ,www.imdb.com/title/tt0062885/
Yôjû toshi (1987) ,6.7,"Animation, Fantasy, Horror            ",www.imdb.com/title/tt0098692/
Wrong Turn (II) ,None,"Horror, Thriller            ",www.imdb.com/title/tt9110170/
Shut In (2015) ,5.7,"Drama, Horror, Thriller            ",www.imdb.com/title/tt4009278/
Beneath Us (I) (2019) ,5.2,"Horror, Thriller            ",www.imdb.com/title/tt5092484/
The Jack in the Box (2019) ,4.1,Horror            ,www.imdb.com/title/tt10645682/
Mangiati vivi! (1980) ,5.2,"Adventure, Horror            ",www.imdb.com/title/tt0081112/
El silencio de la ciudad blanca (2019) ,5.2,"Action, Adventure, Crime            ",www.imdb.com/title/tt8393332/
Raising Cain (1992) ,6.1,"Crime, Drama, Horror            ",www.imdb.com/title/tt0105217/
Demon Nun (2020) ,2.1,Horror            ,www.imdb.com/title/tt7904362/
The Bad Seed (1956) ,7.5,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0048977/
Parasite (1982) ,3.9,"Horror, Sci-Fi            ",www.imdb.com/title/tt0084472/
Intruder (1989) ,6.3,"Horror, Thriller            ",www.imdb.com/title/tt0095379/
Frankenhooker (1990) ,6.2,"Comedy, Horror, Sci-Fi            ",www.imdb.com/title/tt0099611/
The Bunny Game (2011) ,3.5,Horror            ,www.imdb.com/title/tt1522846/
The Forever Purge (2021) ,None,"Action, Horror, Sci-Fi            ",www.imdb.com/title/tt10327252/
The Houses October Built 2 (2017) ,5.1,Horror            ,www.imdb.com/title/tt7068818/
Patchwork (2015) ,5.7,"Comedy, Horror            ",www.imdb.com/title/tt4929720/
All Cheerleaders Die (2013) ,5.1,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt2527186/
Boogeyman (2005) ,4.2,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0357507/
Don't Speak (2020) ,4.1,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt10590458/
"Silent Night, Deadly Night (1984) ",5.9,"Horror, Thriller            ",www.imdb.com/title/tt0088117/
Slaughter High (1986) ,5.3,"Horror, Thriller            ",www.imdb.com/title/tt0091969/
Itsy Bitsy (II) (2019) ,4.9,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt6895284/
Pánico en el Transiberiano (1972) ,6.6,"Horror, Sci-Fi            ",www.imdb.com/title/tt0068713/
Burying the Ex (2014) ,5.4,"Comedy, Horror, Romance            ",www.imdb.com/title/tt3339674/
Cabin Fever 2: Spring Fever (2009) ,4.3,Horror            ,www.imdb.com/title/tt0961722/
The X Files: I Want to Believe (2008) ,5.9,"Crime, Drama, Horror            ",www.imdb.com/title/tt0443701/
I tre volti della paura (1963) ,7.1,Horror            ,www.imdb.com/title/tt0057603/
Stree (2018) ,7.6,"Comedy, Horror            ",www.imdb.com/title/tt8108202/
Mother's Day (I) (2010) ,6.3,"Drama, Horror, Thriller            ",www.imdb.com/title/tt1434435/
Noroi (2005) ,7.0,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0930083/
Patients of a Saint (2020) ,5.7,Horror            ,www.imdb.com/title/tt8406660/
Cry Wolf (2005) ,5.8,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0384286/
The Head Hunter (2018) ,5.3,"Fantasy, Horror            ",www.imdb.com/title/tt6469548/
Bones (2001) ,4.2,"Crime, Horror            ",www.imdb.com/title/tt0166110/
The Revenge of Frankenstein (1958) ,6.8,"Horror, Sci-Fi            ",www.imdb.com/title/tt0050894/
The Curse of Sleeping Beauty (2016) ,4.2,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt4118606/
The Mutilator (1984) ,5.3,"Horror, Thriller            ",www.imdb.com/title/tt0124014/
Hatchet III (2013) ,5.7,"Action, Comedy, Horror            ",www.imdb.com/title/tt1870419/
Zoo (I) (2018) ,5.5,"Comedy, Drama, Horror            ",www.imdb.com/title/tt7624934/
The Assent (2019) ,4.1,"Horror, Thriller            ",www.imdb.com/title/tt9612982/
The Super (2017) ,5.9,"Horror, Thriller            ",www.imdb.com/title/tt5884784/
Xtro (1982) ,5.6,"Horror, Sci-Fi            ",www.imdb.com/title/tt0086610/
Darlin' (2019) ,4.8,"Horror, Thriller            ",www.imdb.com/title/tt8396294/
Anti Matter (2016) ,5.8,"Horror, Mystery, Sci-Fi            ",www.imdb.com/title/tt4881364/
The Devil Inside (2012) ,4.2,Horror            ,www.imdb.com/title/tt1560985/
Beowulf (1999) ,4.1,"Action, Adventure, Fantasy            ",www.imdb.com/title/tt0120604/
Wolf Creek 2 (2013) ,6.1,"Action, Horror, Thriller            ",www.imdb.com/title/tt2004432/
The Hills Have Eyes Part II (1984) ,3.8,"Horror, Thriller            ",www.imdb.com/title/tt0089274/
The Cured (2017) ,5.5,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt3463106/
Honogurai mizu no soko kara (2002) ,6.7,"Drama, Horror, Mystery            ",www.imdb.com/title/tt0308379/
Range 15 (2016) ,5.0,"Action, Comedy, Horror            ",www.imdb.com/title/tt4687276/
12 Feet Deep (2017) ,5.5,"Horror, Thriller            ",www.imdb.com/title/tt5143226/
The Gallows (2015) ,4.2,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt2309260/
Necronomicon (1993) ,5.8,Horror            ,www.imdb.com/title/tt0107664/
One Missed Call (2008) ,4.0,"Horror, Mystery            ",www.imdb.com/title/tt0479968/
Corporate Animals (2019) ,4.3,"Comedy, Horror            ",www.imdb.com/title/tt8366502/
Lisa (1989) ,6.0,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0100031/
Yakusoku no Neverland (2020) ,None,"Action, Adventure, Drama            ",www.imdb.com/title/tt11027510/
Blind (III) (2019) ,5.9,"Drama, Horror, Thriller            ",www.imdb.com/title/tt10504904/
Graveyard Shift (1990) ,5.0,Horror            ,www.imdb.com/title/tt0099697/
Attack of the Killer Tomatoes! (1978) ,4.6,"Adventure, Comedy, Horror            ",www.imdb.com/title/tt0080391/
Tsumetai nettaigyo (2010) ,7.1,"Crime, Drama, Horror            ",www.imdb.com/title/tt1632547/
Frogs (1972) ,4.4,"Horror, Mystery, Sci-Fi            ",www.imdb.com/title/tt0068615/
Vampyres (1974) ,6.1,Horror            ,www.imdb.com/title/tt0072354/
Nicole (2019) ,3.8,"Comedy, Horror            ",www.imdb.com/title/tt9289116/
The Raven (1963) ,6.7,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0057449/
Gates of Darkness (2019) ,4.1,"Drama, Horror, Mystery            ",www.imdb.com/title/tt3859138/
Les rivières pourpres (2000) ,6.9,"Crime, Horror, Mystery            ",www.imdb.com/title/tt0228786/
14 Cameras (2018) ,4.5,"Crime, Drama, Horror            ",www.imdb.com/title/tt7476438/
Twixt (2011) ,4.8,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt1756851/
Elvira's Haunted Hills (2001) ,5.9,"Comedy, Horror            ",www.imdb.com/title/tt0265171/
Honeymoon (2014) ,5.7,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt3177316/
Family Blood (2018) ,4.2,"Horror, Thriller            ",www.imdb.com/title/tt7895904/
Berberian Sound Studio (2012) ,6.2,"Drama, Horror, Thriller            ",www.imdb.com/title/tt1833844/
Death Ship (1980) ,4.9,"Adventure, Horror, Mystery            ",www.imdb.com/title/tt0080603/
Things Heard & Seen (2020) ,None,"Horror, Thriller            ",www.imdb.com/title/tt10962368/
Hell House LLC II: The Abaddon Hotel (2018) ,5.5,"Horror, Mystery            ",www.imdb.com/title/tt8707374/
Come True (2020) ,7.1,"Horror, Sci-Fi            ",www.imdb.com/title/tt7026488/
Suburban Gothic (2014) ,5.5,"Comedy, Horror            ",www.imdb.com/title/tt3279176/
The Amityville Murders (2018) ,4.7,Horror            ,www.imdb.com/title/tt6984258/
The Green Slime (1968) ,4.9,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt0064393/
The Dead Ones (2019) ,3.1,Horror            ,www.imdb.com/title/tt1482457/
Daylight's End (2016) ,5.4,"Action, Fantasy, Horror            ",www.imdb.com/title/tt3007132/
Cheerleader Camp (1988) ,4.8,"Comedy, Horror, Thriller            ",www.imdb.com/title/tt0092744/
Ultimo mondo cannibale (1977) ,6.0,"Adventure, Horror            ",www.imdb.com/title/tt0078437/
Hell Is Where the Home Is (2018) ,5.0,"Horror, Thriller            ",www.imdb.com/title/tt7284202/
Primal Rage (2018) ,4.9,"Action, Adventure, Horror            ",www.imdb.com/title/tt5688868/
Non si sevizia un paperino (1972) ,7.1,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0069019/
White Zombie (1932) ,6.3,Horror            ,www.imdb.com/title/tt0023694/
The Black Cat (1934) ,7.0,"Adventure, Crime, Horror            ",www.imdb.com/title/tt0024894/
Q (1982) ,6.0,"Crime, Horror, Mystery            ",www.imdb.com/title/tt0084556/
Shut In (I) (2016) ,4.8,"Drama, Horror, Mystery            ",www.imdb.com/title/tt2582500/
The Blue Elephant 2 (2019) ,8.2,"Drama, Horror, Mystery            ",www.imdb.com/title/tt10515086/
The Greasy Strangler (2016) ,5.7,"Comedy, Horror            ",www.imdb.com/title/tt4381236/
Hostile (I) (2017) ,5.4,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt5085522/
Dr. Jekyll and Mr. Hyde (1941) ,6.8,"Drama, Horror, Sci-Fi            ",www.imdb.com/title/tt0033553/
976-EVIL (1988) ,5.2,"Comedy, Horror            ",www.imdb.com/title/tt0094597/
Wolfen (1981) ,6.3,"Horror, Thriller            ",www.imdb.com/title/tt0083336/
Murder Party (2007) ,5.8,"Comedy, Crime, Drama            ",www.imdb.com/title/tt0878695/
The Uninvited (1944) ,7.3,"Fantasy, Horror, Mystery            ",www.imdb.com/title/tt0037415/
The Ninth Configuration (1980) ,7.0,"Comedy, Drama, Horror            ",www.imdb.com/title/tt0081237/
The Tales of Strango the Clown: The Chronicles of Gillygutz (2020) ,None,Horror            ,www.imdb.com/title/tt12965222/
Begotten (1989) ,5.8,"Fantasy, Horror            ",www.imdb.com/title/tt0101420/
The Bride (1985) ,5.4,"Fantasy, Horror, Romance            ",www.imdb.com/title/tt0088851/
Hei tai yang 731 (1988) ,6.1,"Drama, History, Horror            ",www.imdb.com/title/tt0093170/
The Witch Who Came from the Sea (1976) ,5.7,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0075433/
The Lodgers (2017) ,5.1,"Drama, Horror, Mystery            ",www.imdb.com/title/tt4399952/
John Dies at the End (2012) ,6.4,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt1783732/
The Crow: Wicked Prayer (2005) ,3.0,"Action, Adventure, Comedy            ",www.imdb.com/title/tt0353324/
Spookies (1986) ,5.1,"Comedy, Horror            ",www.imdb.com/title/tt0090057/
Killer Sofa (2019) ,3.5,"Comedy, Horror, Thriller            ",www.imdb.com/title/tt7133754/
Phase IV (1974) ,6.5,"Horror, Sci-Fi, Thriller            ",www.imdb.com/title/tt0070531/
Angels Fallen (2020) ,4.2,Horror            ,www.imdb.com/title/tt5759590/
The Medusa Touch (1978) ,7.0,"Horror, Sci-Fi            ",www.imdb.com/title/tt0077921/
Lost Souls (2000) ,4.8,"Drama, Horror, Thriller            ",www.imdb.com/title/tt0160484/
Red Letters (2019) ,3.8,Horror            ,www.imdb.com/title/tt9361810/
Ils (2006) ,6.4,"Horror, Thriller            ",www.imdb.com/title/tt0465203/
Braid (2018) ,5.3,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt4638148/
Vamp (1986) ,5.9,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0092147/
Nightmare Sisters (1988) ,5.1,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0093628/
The Devil's Rain (1975) ,5.1,Horror            ,www.imdb.com/title/tt0072869/
Martin (1977) ,7.1,"Drama, Horror            ",www.imdb.com/title/tt0077914/
The Island of Dr. Moreau (1977) ,5.9,"Adventure, Fantasy, Horror            ",www.imdb.com/title/tt0076210/
Long Weekend (1978) ,6.6,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0079482/
Chained (I) (2012) ,6.4,"Crime, Drama, Horror            ",www.imdb.com/title/tt1989475/
The Golem (2018) ,5.6,"Drama, Horror            ",www.imdb.com/title/tt8329290/
Mausoleum (1983) ,5.1,"Fantasy, Horror            ",www.imdb.com/title/tt0085918/
Nevesta (2017) ,4.6,"Drama, Horror, Mystery            ",www.imdb.com/title/tt6095090/
The Mangler (1995) ,4.3,"Horror, Mystery            ",www.imdb.com/title/tt0113762/
Trauma (1993) ,5.9,"Horror, Mystery, Thriller            ",www.imdb.com/title/tt0104053/
To Your Last Death (2019) ,7.2,"Animation, Action, Horror            ",www.imdb.com/title/tt3748918/
The Beast Within (1982) ,5.6,Horror            ,www.imdb.com/title/tt0083629/
Doom Asylum (1988) ,4.5,"Comedy, Horror            ",www.imdb.com/title/tt0092910/
Ghost Ship (1952) ,5.5,Horror            ,www.imdb.com/title/tt0044656/
Don't Hang Up (2016) ,5.6,"Horror, Thriller            ",www.imdb.com/title/tt3610746/
Asylum (I) (1972) ,6.5,Horror            ,www.imdb.com/title/tt0068230/
Disturbed (1990) ,5.2,"Horror, Thriller            ",www.imdb.com/title/tt0099441/
Seoulyeok (2016) ,6.1,"Animation, Horror, Thriller            ",www.imdb.com/title/tt3845670/
Leprechaun 2 (1994) ,4.6,"Comedy, Fantasy, Horror            ",www.imdb.com/title/tt0110329/
The Onania Club ,None,"Drama, Horror, Thriller            ",www.imdb.com/title/tt1880419/
Slumber (I) (2017) ,4.7,Horror            ,www.imdb.com/title/tt5181852/
