Title,Rating,Genres,Tags,Url
The Wraith (1986) ,6.0,"Action, Horror, Romance            ","['pantyhose', 'invincible enemy', 'breasts', 'carsploitation', 'female stockinged legs']",https://www.imdb.com//title/tt0092240/
Poltergeist II: The Other Side (1986) ,5.7,Horror            ,"['supernatural horror', 'native american', 'alternate dimension', 'haunting', 'shamanism']",https://www.imdb.com//title/tt0091778/
1408 (2007) ,6.8,"Fantasy, Horror, Mystery            ","['paranormal phenomena', 'death of daughter', 'hotel', 'writer', 'haunted hotel']",https://www.imdb.com//title/tt0450385/
Braindead (1992) ,7.5,"Action, Comedy, Fantasy            ","['zombie', 'zombie attack', 'living dead', 'monkey', 'zoo']",https://www.imdb.com//title/tt0103873/
Only Lovers Left Alive (2013) ,7.3,"Comedy, Drama, Fantasy            ","['vampire', 'musician', 'tangier morocco', 'abandoned city', 'detroit michigan']",https://www.imdb.com//title/tt1714915/
Saw II (2005) ,6.6,"Horror, Mystery            ","['boxer briefs', 'serial killer', 'vomiting', 'male underwear', 'goth']",https://www.imdb.com//title/tt0432348/
Cabin Fever (2002) ,5.7,"Drama, Horror            ","['sex scene', 'woman on top', 'fake shemp character', 'first part', 'woman shaving her legs']",https://www.imdb.com//title/tt0303816/
Friday the 13th Part VIII: Jason Takes Manhattan (1989) ,4.6,"Adventure, Horror, Thriller            ","['friday the thirteenth', 'boat', 'hockey mask', 'anchor', 'murder spree']",https://www.imdb.com//title/tt0097388/
The Shallows (2016) ,6.3,"Drama, Horror, Thriller            ","['shark attack', 'shark', 'great white shark', 'trapped', 'woman in jeopardy']",https://www.imdb.com//title/tt4052882/
They Live Inside Us (2020) ,3.9,Horror            ,"['night', 'halloween', 'writer']",https://www.imdb.com//title/tt8327630/
The People Under the Stairs (1991) ,6.4,"Comedy, Horror, Mystery            ","['kidnapping', 'child abuse', 'house', 'cellar', 'incest']",https://www.imdb.com//title/tt0105121/
The Purge: Election Year (2016) ,6.0,"Action, Horror, Sci-Fi            ","['cathedral', 'revenge', 'betrayal', 'murder', 'showdown']",https://www.imdb.com//title/tt4094724/
A.M.I. (2019) ,3.9,"Horror, Thriller            ","['mother daughter relationship', 'phone app']",https://www.imdb.com//title/tt8712750/
Lake Placid (1999) ,5.7,"Action, Comedy, Horror            ","['blonde', 'cleavage', 'voyeur', 'crocodile', 'eaten alive']",https://www.imdb.com//title/tt0139414/
Run (I) (2020) ,8.5,"Horror, Mystery, Thriller            ","['villainess played by lead actress', 'mother daughter relationship', 'villainess']",https://www.imdb.com//title/tt8633478/
Winchester (2018) ,5.4,"Biography, Drama, Fantasy            ","['ghost', 'winchester house', 'widower', 'gothic horror', 'haunted house']",https://www.imdb.com//title/tt1072748/
Dark Skies (2013) ,6.3,"Horror, Sci-Fi, Thriller            ","['alien abduction', ""child's drawing"", 'dead bird', 'job interview', 'shotgun']",https://www.imdb.com//title/tt2387433/
Pet (2016) ,5.7,"Horror, Thriller            ","['abduction', 'slave', 'bdsm', 'caged', 'stalker']",https://www.imdb.com//title/tt1183374/
The Bad Batch (2016) ,5.3,"Drama, Horror, Romance            ","['cannibal', 'dystopia', 'muscleman', 'title directed by female', 'title written by female']",https://www.imdb.com//title/tt4334266/
The Mummy: Tomb of the Dragon Emperor (2008) ,5.2,"Action, Adventure, Fantasy            ","['shared universe', '3rd century b.c.', '20th century', 'oxfordshire south east englend', 'motor car']",https://www.imdb.com//title/tt0859163/
The Dark and the Wicked (2020) ,6.1,Horror            ,[],https://www.imdb.com//title/tt10229558/
Peeping Tom (1960) ,7.7,"Drama, Horror, Thriller            ","['serial killer', 'filmmaking', 'british horror', 'psychopathic killer', 'serial murderer']",https://www.imdb.com//title/tt0054167/
The Blob (1988) ,6.5,"Horror, Sci-Fi, Thriller            ","['body horror', 'monster', 'african american', 'movie theatre', 'garbage disposal']",https://www.imdb.com//title/tt0094761/
El orfanato (2007) ,7.4,"Drama, Fantasy, Horror            ","['orphanage', 'dead children', 'missing child', 'orphan', 'female protagonist']",https://www.imdb.com//title/tt0464141/
Pandorum (2009) ,6.7,"Action, Horror, Mystery            ","['spaceship', 'survival', 'future', 'outer space', 'survival horror']",https://www.imdb.com//title/tt1188729/
Day of the Dead (1985) ,7.2,"Horror, Thriller            ","['bully', 'bully comeuppance', 'questioning authority', 'scientist', 'military']",https://www.imdb.com//title/tt0088993/
Dementia 13 (1963) ,5.7,"Horror, Thriller            ","['irish', 'ireland', 'son', 'screaming underwater', 'psychotronic film']",https://www.imdb.com//title/tt0056983/
Z (I) (2019) ,5.5,"Horror, Mystery, Thriller            ","['psychologist', 'imaginary friend', 'suicide attempt', 'one letter title', '8 year old']",https://www.imdb.com//title/tt8995218/
Dead Silence (2007) ,6.2,"Horror, Mystery, Thriller            ","['young couple', 'nursery rhyme', 'creepy doll', 'vengeful ghost', 'abandoned theater']",https://www.imdb.com//title/tt0455760/
Freddy's Dead: The Final Nightmare (1991) ,4.9,"Fantasy, Horror            ","['freddy krueger', 'serial killer', 'sixth part', 'sequel', 'nightmare']",https://www.imdb.com//title/tt0101917/
I tre volti della paura (1963) ,7.1,Horror            ,"['lesbian subtext', 'vampire', 'ring', 'nurse', 'murder']",https://www.imdb.com//title/tt0057603/
The House of the Devil (2009) ,6.4,"Horror, Mystery            ","['retro horror', 'retro', 'lunar eclipse', 'pregnant', 'female protagonist']",https://www.imdb.com//title/tt1172994/
Angel Heart (1987) ,7.3,"Horror, Mystery, Thriller            ","['lucifer morningstar character', 'woman in a bathtub', 'supernatural', 'camera shot of feet', 'investigation']",https://www.imdb.com//title/tt0092563/
Ilsa: She Wolf of the SS (1975) ,5.1,"Drama, Horror, Thriller            ","['nazi', 'prisoner', 'castration', 'female officer', 'evil woman']",https://www.imdb.com//title/tt0071650/
The Uninvited (2009) ,6.4,"Drama, Horror, Mystery            ","[""daughter hates father's girlfriend"", 'vibrator', 'nurse', 'boathouse', 'slit wrists']",https://www.imdb.com//title/tt0815245/
Return to Oz (1985) ,6.7,"Adventure, Family, Fantasy            ","['oz', 'mechanical man', 'villain', 'villainess', 'dorothy gale character']",https://www.imdb.com//title/tt0089908/
The Texas Chainsaw Massacre: The Beginning (2006) ,5.8,"Horror, Thriller            ","['tied feet', 'tied up while barefoot', 'cleavage', 'scantily clad female', 'panties']",https://www.imdb.com//title/tt0420294/
Girl on the Third Floor (2019) ,4.5,"Drama, Horror, Mystery            ","['mansion', 'marbles', 'hole in the wall', 'husband cheats on wife', 'renovation']",https://www.imdb.com//title/tt9026184/
Idle Hands (1999) ,6.2,"Comedy, Fantasy, Horror            ","['female frontal nudity', 'breasts', 'slow motion scene', 'trailer home', 'incense']",https://www.imdb.com//title/tt0138510/
The Exorcist III (1990) ,6.4,"Drama, Horror, Mystery            ","['serial killer', 'psychopathic killer', 'priest', 'strait jacket', 'church']",https://www.imdb.com//title/tt0099528/
Hotel Transylvania 4 (2021) ,None,"Animation, Adventure, Comedy            ","['cgi animation', 'psychotronic film']",https://www.imdb.com//title/tt9848626/
My Bloody Valentine (2009) ,5.4,"Horror, Mystery, Thriller            ","['female frontal nudity', 'female rear nudity', 'topless female nudity', 'bare breasts', 'masked killer']",https://www.imdb.com//title/tt1179891/
The Beach House (II) (2019) ,5.3,"Drama, Horror, Mystery            ",['college'],https://www.imdb.com//title/tt10843306/
Scary Movie 5 (2013) ,3.5,"Comedy, Horror            ","['ape', 'ballet', 'psychic', '2010s', 'cameo appearance']",https://www.imdb.com//title/tt0795461/
Shivers (1975) ,6.5,"Horror, Sci-Fi            ","['basement', 'blood splatter', 'disease', 'janitor', 'gore']",https://www.imdb.com//title/tt0073705/
Do Not Reply (2019) ,4.2,"Horror, Thriller            ","['reference to virtual reality', 'halloween', 'halloween costume', 'halloween party', 'abduction']",https://www.imdb.com//title/tt8168992/
Mark of the Vampire (1935) ,6.3,"Horror, Mystery            ","['vampire', 'psychotronic film', 'monster movie', 'female monster', 'graveyard']",https://www.imdb.com//title/tt0026685/
The Wolfman (2010) ,5.8,"Drama, Fantasy, Horror            ","['werewolf', 'asylum', 'full moon', 'the wolf man character', 'lawrence larry talbot character']",https://www.imdb.com//title/tt0780653/
Wolf (1994) ,6.2,"Drama, Horror, Romance            ","['werewolf', 'publisher', 'sense of smell', 'manhattan new york city', 'bradbury building']",https://www.imdb.com//title/tt0111742/
American risciò (1989) ,5.0,"Action, Horror, Thriller            ","['cat', 'snake', 'supernatural power', 'witch', 'miami florida']",https://www.imdb.com//title/tt0096806/
Terrifier (2016) ,5.6,"Horror, Thriller            ","['topless female nudity', 'killer clown', 'disfigurement', 'facial disfigurement', 'halloween']",https://www.imdb.com//title/tt4281724/
Krampus (I) (2015) ,6.1,"Comedy, Drama, Fantasy            ","['krampus', 'christmas', 'christmas horror', 'holiday', 'snowglobe']",https://www.imdb.com//title/tt3850590/
From Beyond (1986) ,6.7,"Horror, Sci-Fi            ","['body horror', 'molestation', 'based on short story', 'time bomb', 'female frontal nudity']",https://www.imdb.com//title/tt0091083/
Ghosts of War (2020) ,5.4,"Horror, Thriller, War            ",[],https://www.imdb.com//title/tt6508228/
Twin Peaks: Fire Walk with Me (1992) ,7.3,"Drama, Horror, Mystery            ","['surrealism', 'double life', 'incest', 'tragic female character', 'nonlinear timeline']",https://www.imdb.com//title/tt0105665/
Amityville: The Awakening (2017) ,4.8,"Horror, Thriller            ","['village name in title', 'place name in title', 'mother daughter relationship', 'haunted house', 'coma']",https://www.imdb.com//title/tt1935897/
Archons (2018) ,3.6,"Horror, Sci-Fi, Thriller            ","['travel', 'fight', 'cigarette smoking', 'death', 'river']",https://www.imdb.com//title/tt5790218/
Scary Movie 3 (2003) ,5.5,"Comedy, Horror            ","['horror spoof', 'spoof', 'white panties', 'coming out of a television', 'alien']",https://www.imdb.com//title/tt0306047/
Boyz in the Wood (2019) ,6.2,"Action, Comedy, Horror            ","['rabbit', 'f word', 'rifle', 'scotland']",https://www.imdb.com//title/tt9735758/
The Girl with All the Gifts (2016) ,6.6,"Action, Adventure, Drama            ","['experiment', 'bitten by a zombie', 'feral child', 'scientist', 'cure']",https://www.imdb.com//title/tt4547056/
47 Meters Down (2017) ,5.6,"Adventure, Drama, Horror            ","['shark', 'shark cage', 'great white shark', 'mexico', 'rescue']",https://www.imdb.com//title/tt2932536/
Insidious: Chapter 3 (2015) ,6.1,"Horror, Mystery, Thriller            ","['attic', 'house', 'evil spirit', 'astral projection', 'supernatural power']",https://www.imdb.com//title/tt3195644/
Piranha 3DD (2012) ,3.7,"Comedy, Horror            ","['no panties', 'piranha', 'bare breasts', 'blonde', 'water park']",https://www.imdb.com//title/tt1714203/
Velvet Buzzsaw (2019) ,5.7,"Comedy, Horror, Mystery            ","['artist', 'satire', 'gay man has sex with a woman', 'supernatural horror', 'dark satire']",https://www.imdb.com//title/tt7043012/
Unfriended (2014) ,5.5,"Horror, Mystery, Thriller            ","['skype', 'teen horror', 'facebook', 'suicide', 'cyberbullying']",https://www.imdb.com//title/tt3713166/
Spawn (1997) ,5.3,"Action, Drama, Horror            ","['image comics', 'based on comic book', 'child gagged', 'devil', 'hell']",https://www.imdb.com//title/tt0120177/
Piranha 3D (2010) ,5.4,"Comedy, Horror            ","['piranha', 'killer animal', 'female sheriff', 'boat', 'female in swimsuit']",https://www.imdb.com//title/tt0464154/
Resident Evil: Extinction (2007) ,6.3,"Action, Horror, Sci-Fi            ","['desert', 'satellite', 'convoy', 'crow', 'clone']",https://www.imdb.com//title/tt0432021/
Hosts (2020) ,5.9,Horror            ,['fall'],https://www.imdb.com//title/tt9543062/
Flatliners (2017) ,5.2,"Drama, Horror, Mystery            ","['medical student', 'near death experience', 'medical experiment', 'flashback', 'remake']",https://www.imdb.com//title/tt2039338/
The Devil-Doll (1936) ,7.0,"Drama, Horror, Sci-Fi            ","['miniaturization', 'disguise', 'mind control', 'manhunt', 'convict']",https://www.imdb.com//title/tt0027521/
The Grudge (2004) ,5.9,"Horror, Mystery, Thriller            ","['elderly', 'housewife', 'pet cat', 'bus', 'male frontal nudity']",https://www.imdb.com//title/tt0391198/
A Nightmare on Elm Street: The Dream Child (1989) ,5.2,"Fantasy, Horror            ","['comic book', 'serial teen murder', 'freddy krueger character', 'sadistic murderer', 'nightmare']",https://www.imdb.com//title/tt0097981/
The Special (2020) ,4.9,Horror            ,['friend'],https://www.imdb.com//title/tt9118804/
Wishmaster (1997) ,5.8,"Fantasy, Horror            ","['djinn', 'wishmaster', 'demon', 'first of series', 'security guard']",https://www.imdb.com//title/tt0120524/
Don't Be Afraid of the Dark (2010) ,5.6,"Fantasy, Horror, Thriller            ","['mansion', 'basement', 'interior designer', 'fear', 'imp']",https://www.imdb.com//title/tt1270761/
Cam (2018) ,5.9,"Horror, Mystery, Thriller            ","['camgirl', 'doppelganger', 'shame', 'webcam', 'internet']",https://www.imdb.com//title/tt8361028/
Hellboy II: The Golden Army (2008) ,7.0,"Action, Adventure, Fantasy            ","['superhero', 'twins', 'friendship', 'cat', 'elf']",https://www.imdb.com//title/tt0411477/
Creep 2 (2017) ,6.4,"Horror, Thriller            ","['male frontal nudity', 'sequel', 'mask', 'hidden camera', 'hot tub']",https://www.imdb.com//title/tt3654796/
On Halloween (2020) ,3.7,Horror            ,"['woods', 'evil clown', 'halloween']",https://www.imdb.com//title/tt6580050/
Wounds (2019) ,4.0,"Drama, Horror, Mystery            ","['bartender', 'bar fight', 'group of college kids', 'lost phone', 'surreal']",https://www.imdb.com//title/tt5913798/
Jeepers Creepers 2 (2003) ,5.6,Horror            ,"['cheerleader', 'nightmare', 'high school basketball', 'fear', 'rhyme in title']",https://www.imdb.com//title/tt0301470/
The Picture of Dorian Gray (1945) ,7.5,"Drama, Fantasy, Horror            ","['painting', 'painter', 'soul', 'hedonist', 'deal with the devil']",https://www.imdb.com//title/tt0037988/
I Still Know What You Did Last Summer (1998) ,4.7,"Horror, Mystery            ","['hooded figure', 'haunted by the past', 'female bartender', 'cleavage', 'fisherman']",https://www.imdb.com//title/tt0130018/
Cordelia (2019) ,6.5,"Drama, Horror, Thriller            ",['basement'],https://www.imdb.com//title/tt3734688/
His House (2020) ,6.0,"Drama, Horror, Thriller            ","['escape', 'haunted', 'refugees']",https://www.imdb.com//title/tt8508734/
The Ruins (2008) ,5.9,Horror            ,"['scantily clad female', 'bikini', 'white panties', 'panties', 'nipples visible through clothing']",https://www.imdb.com//title/tt0963794/
Grave (2016) ,7.0,"Drama, Fantasy, Horror            ","['cannibalism', 'initiation rite', 'sister sister relationship', 'eating raw meat', 'severed finger']",https://www.imdb.com//title/tt4954522/
Sinister 2 (2015) ,5.3,"Horror, Mystery, Thriller            ","['deputy', 'rural', 'farmhouse', 'private investigator', 'nightmare']",https://www.imdb.com//title/tt2752772/
Deliver Us from Evil (I) (2014) ,6.2,"Horror, Mystery, Thriller            ","['priest', 'catholic', 'demonic possession', 'confession', 'exorcism']",https://www.imdb.com//title/tt2377322/
Hellbound: Hellraiser II (1988) ,6.5,"Horror, Thriller            ","['puzzle', 'demon', 'hell', 'psychiatric hospital', 'doctor']",https://www.imdb.com//title/tt0095294/
Dracula 2000 (2000) ,4.9,"Action, Fantasy, Horror            ","['number in title', 'lucy westenra character', 'van helsing character', 'dr jack seward character', 'first part']",https://www.imdb.com//title/tt0219653/
Grindhouse (2007) ,7.5,"Action, Horror, Thriller            ","['double feature', 'original story', 'zombie', 'real twins playing twins', 'anthropophagus']",https://www.imdb.com//title/tt0462322/
Queen of the Damned (2002) ,5.3,"Drama, Fantasy, Horror            ","['vampire', 'rock star', 'fatal attraction', 'interspecies romance', 'supernatural power']",https://www.imdb.com//title/tt0238546/
Critters (1986) ,6.1,"Comedy, Horror, Sci-Fi            ","['eaten alive', 'male humanoid alien', 'extraterrestrial creature', 'extraterrestrial bounty hunter', 'farm']",https://www.imdb.com//title/tt0090887/
From Hell (2001) ,6.8,"Horror, Mystery, Thriller            ","['victorian era', 'queen victoria character', 'bare breasts', 'jack the ripper', 'prostitute']",https://www.imdb.com//title/tt0120681/
Silent Hill: Revelation (2012) ,5.0,"Fantasy, Horror            ","['silent hill', 'younger version of character', 'nightmare', 'adoptive father', 'alternate reality']",https://www.imdb.com//title/tt0938330/
Hausu (1977) ,7.4,"Comedy, Horror            ","['cult film', 'absurd violence', 'possession', 'stylized violence', 'bloody spray']",https://www.imdb.com//title/tt0076162/
Leviathan (1989) ,5.8,"Adventure, Horror, Mystery            ","['title spoken by character', 'deep sea', 'mining', 'vodka', 'russian']",https://www.imdb.com//title/tt0097737/
The Little Stranger (2018) ,5.5,"Drama, Horror, Mystery            ","['year 1947', 'year 1919', 'doctor', 'dog', 'voice over narration']",https://www.imdb.com//title/tt6859762/
In Fabric (2018) ,6.3,"Comedy, Horror, Mystery            ","['bank teller', 'washing machine repairman', 'saleswoman', 'bald woman', 'wig']",https://www.imdb.com//title/tt7464188/
The Collector (I) (2009) ,6.4,"Action, Crime, Horror            ","['trap', 'masked killer', 'slasher', 'burglar', 'home invasion']",https://www.imdb.com//title/tt0844479/
The Omen (2006) ,5.5,"Action, Adventure, Fantasy            ","['antichrist', 'evil', 'boy', 'child murderer', 'woman murders a woman']",https://www.imdb.com//title/tt0466909/
The Dead Zone (1983) ,7.2,"Drama, Horror, Sci-Fi            ","['coma', 'car accident', 'vision', 'evil politician', 'corrupt politician']",https://www.imdb.com//title/tt0085407/
Gremlins 2: The New Batch (1990) ,6.4,"Comedy, Fantasy, Horror            ","['hulk hogan', 'gremlin', 'skyscraper', 'monster', 'short skirt']",https://www.imdb.com//title/tt0099700/
Haute tension (2003) ,6.8,Horror            ,"['serial killer', 'serial murderer', 'farmhouse', 'straight razor', 'serial killing']",https://www.imdb.com//title/tt0338095/
Better Watch Out (II) (2016) ,6.5,"Comedy, Crime, Horror            ","['bound and gagged with duct tape', 'hit with a baseball bat', 'christmas horror', 'gun', 'evil child']",https://www.imdb.com//title/tt4443658/
American Mary (2012) ,6.3,"Drama, Horror            ","['torture', 'body modification', 'medical student', 'twin', 'unlicensed physician']",https://www.imdb.com//title/tt1959332/
Devil's Gate (2017) ,5.1,"Horror, Sci-Fi, Thriller            ","['abandoned place', 'small town', 'farm', 'trap', 'victim']",https://www.imdb.com//title/tt4610748/
The Midnight Meat Train (2008) ,6.0,"Horror, Mystery, Thriller            ","['photographer', 'subway', 'butcher', 'dismemberment', 'art gallery']",https://www.imdb.com//title/tt0805570/
Sleepwalkers (1992) ,5.3,"Fantasy, Horror            ","['mother son incest', 'incestuous sex', 'attempted rape', 'cameo', 'lifting a female into the air']",https://www.imdb.com//title/tt0105428/
"Janghwa, Hongryeon (2003) ",7.2,"Drama, Horror, Mystery            ","['stepmother', 'death', 'ghost', 'cruelty', 'accident']",https://www.imdb.com//title/tt0365376/
Lifeforce (1985) ,6.2,"Action, Horror, Mystery            ","['vampire', 'alien', 'zombie', 'space vampire', 'breasts']",https://www.imdb.com//title/tt0089489/
Paranormal Attraction (2020) ,2.4,Horror            ,[],https://www.imdb.com//title/tt10223876/
The Island of Dr. Moreau (1996) ,4.6,"Horror, Sci-Fi, Thriller            ","['mutant', 'animal experimentation', 'island', 'chimera', 'jungle']",https://www.imdb.com//title/tt0116654/
Land of the Dead (2005) ,6.2,"Horror, Sci-Fi, Thriller            ","['zombie apocalypse', 'post apocalypse', 'zombie film', 'zombie survival', 'survival horror']",https://www.imdb.com//title/tt0418819/
The Taking (2014) ,6.0,"Horror, Mystery, Thriller            ","['fake documentary', 'found footage', 'disease', ""alzheimer's disease"", 'evil']",https://www.imdb.com//title/tt3387648/
Laxmmi Bomb (2020) ,None,"Comedy, Horror            ",['ghost'],https://www.imdb.com//title/tt10350922/
The Skeleton Key (2005) ,6.5,"Drama, Horror, Mystery            ","['hoodoo', 'bound and gagged', 'southern gothic', 'surprise ending', 'double barreled shotgun']",https://www.imdb.com//title/tt0397101/
What Lies Beneath (2000) ,6.6,"Drama, Fantasy, Horror            ","['hitchcockian', 'death by drowning', 'small village', 'pick up truck', 'entity']",https://www.imdb.com//title/tt0161081/
Predator 2 (1990) ,6.3,"Action, Horror, Sci-Fi            ","['alien', 'city', 'cop', 'gang', 'chase']",https://www.imdb.com//title/tt0100403/
Hell Fest (2018) ,5.5,"Horror, Thriller            ","['amusement park', 'haunted house attraction', 'masked killer', 'slasher', 'group of friends']",https://www.imdb.com//title/tt1999890/
Shadow in the Cloud (2020) ,5.9,"Action, Horror, War            ","['secret', 'world war two', 'boeing b 17 flying fortress', 'horror directed by woman']",https://www.imdb.com//title/tt9691136/
The Open House (2018) ,3.2,"Horror, Thriller            ","['mother son relationship', 'death of husband', 'open house', 'shower scene', 'unknown killer']",https://www.imdb.com//title/tt7608028/
The Brood (1979) ,6.9,"Horror, Sci-Fi            ","['body horror', '1970s', 'hypnosis', 'domestic violence', 'traumatic event']",https://www.imdb.com//title/tt0078908/
Twilight Zone: The Movie (1983) ,6.5,"Horror, Sci-Fi            ","['profanity', 'star died before release', 'star died during filming', 'city', 'airplane passenger']",https://www.imdb.com//title/tt0086491/
Arachnophobia (1990) ,6.4,"Comedy, Fantasy, Horror            ","['spider', 'arachnophobia', 'doctor', 'small town', 'spider bite']",https://www.imdb.com//title/tt0099052/
Come to Daddy (2019) ,6.0,"Comedy, Horror, Mystery            ","['isolated house', 'sea', 'watching someone sleep', 'male full frontal nudity', 'pubic hair']",https://www.imdb.com//title/tt8816194/
Nightbreed (1990) ,6.6,"Action, Fantasy, Horror            ","['mad doctor', 'motel', 'surrealism', 'supernatural power', 'surprise ending']",https://www.imdb.com//title/tt0100260/
13 Ghosts (1960) ,6.1,"Horror, Mystery            ","['ouija board', 'child in peril', 'financial crisis', 'husband wife relationship', 'housekeeper']",https://www.imdb.com//title/tt0053559/
Saw 3D (2010) ,5.6,"Horror, Mystery            ","['sequel', 'female police officer', 'tied to a chair', 'husband wife relationship', 'cleavage']",https://www.imdb.com//title/tt1477076/
The Hills Have Eyes II (2007) ,5.1,"Horror, Thriller            ","['desert', 'napolon bonaparte character', 'murder of a nude woman', 'nude pregnant woman', 'nudity']",https://www.imdb.com//title/tt0800069/
Red Riding Hood (2011) ,5.5,"Fantasy, Horror, Mystery            ","['younger version of character', 'dumping a dead body in a lake', 'character name as title', 'little red riding hood character', 'silver sword']",https://www.imdb.com//title/tt1486185/
Little Monsters (2019) ,6.3,"Comedy, Horror, Sci-Fi            ","['kindergarten teacher', 'kindergarten class', 'psychotronic film', 'zombie', 'zombie child']",https://www.imdb.com//title/tt7390588/
Swamp Thing (1982) ,5.4,"Horror, Sci-Fi            ","['swamp', 'scientist', 'based on comic book', 'dc comics', 'government agent']",https://www.imdb.com//title/tt0084745/
The Invisible Man (1933) ,7.7,"Horror, Sci-Fi            ","['invisibility', 'scientist', 'world domination', 'mad scientist', 'bandaged face']",https://www.imdb.com//title/tt0024184/
Hannibal Rising (2007) ,6.2,"Adventure, Crime, Drama            ","['aunt', 'revenge', 'faked death', 'medical student', '1950s']",https://www.imdb.com//title/tt0367959/
Psycho (1998) ,4.6,"Horror, Mystery, Thriller            ","['remake', 'murdered in a shower', 'color remake of black and white film', 'shot for shot remake', 'norman bates']",https://www.imdb.com//title/tt0155975/
The Pale Door (2020) ,4.7,"Drama, Horror, Western            ",['train'],https://www.imdb.com//title/tt9178402/
Hell House LLC (2015) ,6.4,"Horror, Mystery            ","['found footage', 'haunted house attraction', 'halloween', 'tv news', 'chained to a wall']",https://www.imdb.com//title/tt4267026/
"The Beast from 20,000 Fathoms (1953) ",6.7,"Horror, Sci-Fi            ","['monster', 'arctic', 'dinosaur', 'paleontologist', 'rhedosaurus']",https://www.imdb.com//title/tt0045546/
Yummy (2019) ,6.0,"Action, Comedy, Horror            ","['undead', 'plastic surgery', 'blood', 'gore', 'zombie']",https://www.imdb.com//title/tt11054164/
The Void (I) (2016) ,5.8,"Horror, Mystery, Sci-Fi            ","['hospital', 'police officer', 'tentacle', 'cult', 'mutation']",https://www.imdb.com//title/tt4255304/
The Return of the Texas Chainsaw Massacre (1995) ,3.3,"Comedy, Horror, Thriller            ","['chainsaw', 'sequel', 'fourth part', 'psychopath', 'redneck']",https://www.imdb.com//title/tt0110978/
Repo! The Genetic Opera (2008) ,6.6,"Horror, Musical, Sci-Fi            ","['gore', 'violence', 'repossession', 'future', 'surgery']",https://www.imdb.com//title/tt0963194/
Teeth (I) (2007) ,5.4,"Comedy, Fantasy, Horror            ","['vagina dentata', 'bare butt', 'topless woman', 'bare breasts', 'taking off underwear']",https://www.imdb.com//title/tt0780622/
Polaroid (I) (2019) ,5.1,"Drama, Horror, Mystery            ","['polaroid camera', 'polaroid', 'year 1974', 'dead daughter', 'undead']",https://www.imdb.com//title/tt5598292/
Malevolent (III) (2018) ,4.8,"Horror, Mystery, Thriller            ","['medium', 'haunting', 'mansion', 'foster home', 'brother sister relationship']",https://www.imdb.com//title/tt2386237/
Poltergeist III (1988) ,4.7,"Horror, Thriller            ","['mirror', 'building', 'little girl', 'haunting', 'teenage girl']",https://www.imdb.com//title/tt0095889/
I Spit on Your Grave 2 (2013) ,5.7,"Horror, Thriller            ","['female victim', 'rapist', 'rape', 'sexual abuse', 'tied up while barefoot']",https://www.imdb.com//title/tt2537176/
Kadaver (2020) ,None,"Drama, Horror, Thriller            ",[],https://www.imdb.com//title/tt11284280/
Hellraiser III: Hell on Earth (1992) ,5.5,Horror            ,"['nightclub', 'sequel', 'statue', 'church', 'reporter']",https://www.imdb.com//title/tt0104409/
The Poughkeepsie Tapes (2007) ,6.1,"Horror, Mystery, Thriller            ","['murder', 'poughkeepsie new york', 'videotape', 'mysterious killer', 'serial murderer']",https://www.imdb.com//title/tt1010271/
Hatchet (2006) ,5.7,"Comedy, Horror, Thriller            ","['bayou', 'boat', 'swamp', 'tour', 'louisiana']",https://www.imdb.com//title/tt0422401/
Child's Play 2 (1990) ,5.9,"Horror, Thriller            ","['killer doll', 'foster home', 'serial killer', 'toy factory', 'sewing machine']",https://www.imdb.com//title/tt0099253/
The Stuff (1985) ,5.9,"Comedy, Horror, Sci-Fi            ","['ice cream', 'mutation', 'parasite', 'army', 'dynamite']",https://www.imdb.com//title/tt0090094/
Possum (2018) ,5.7,"Drama, Horror, Mystery            ","['hallucination', 'surrealism', 'psychological horror', 'abuse', 'puppeteer']",https://www.imdb.com//title/tt6081670/
The Slumber Party Massacre (1982) ,5.7,Horror            ,"['girl in bra and panties', 'horror directed by woman', 'stuffed animal', 'female rear nudity', 'drill in the head']",https://www.imdb.com//title/tt0084695/
Rabid (2019) ,5.2,"Horror, Sci-Fi            ","['remake', 'bloodlust', 'transhumanism', 'medical experiment', 'mad scientist']",https://www.imdb.com//title/tt5628902/
Turistas (2006) ,5.4,"Horror, Mystery, Thriller            ","['female nudity', 'drugged drink', 'breasts', 'female removes her clothes', 'murder of a nude woman']",https://www.imdb.com//title/tt0454970/
Cujo (1983) ,6.1,"Horror, Thriller            ","['boy', 'rabies', 'hiding in a car', 'killer dog', 'rabid dog']",https://www.imdb.com//title/tt0085382/
The Fourth Kind (2009) ,5.9,"Horror, Mystery, Sci-Fi            ","['alaska', 'found footage', 'year 2000', '2000s', 'based on supposedly true story']",https://www.imdb.com//title/tt1220198/
A Girl Walks Home Alone at Night (2014) ,7.0,"Drama, Horror            ","['vampire', 'prostitute', 'drugs', 'ghost town', 'cat']",https://www.imdb.com//title/tt2326554/
Bride of Frankenstein (1935) ,7.8,"Drama, Horror, Sci-Fi            ","['sequel', 'laboratory', 'miniature person', 'mad scientist', 'learning speech']",https://www.imdb.com//title/tt0026138/
The Brain That Wouldn't Die (1962) ,4.5,"Horror, Sci-Fi            ","['mad scientist', 'surgeon', 'laboratory', 'car accident', 'decapitation']",https://www.imdb.com//title/tt0052646/
