Title,Rating,Genres,Tags,Url
Buio Omega (1979) ,6.3,Horror            ,"['exhumation', 'topless female nudity', 'taxidermy', 'rural setting', 'cut into pieces']",https://www.imdb.com//title/tt0078916/
Hexen bis aufs Blut gequält (1970) ,6.2,"Drama, History, Horror            ","['foot torture', 'sexploitation', 'video nasty', 'bare breasts', 'female buttocks']",https://www.imdb.com//title/tt0065491/
Neon Maniacs (1986) ,5.1,"Horror, Sci-Fi, Thriller            ","['monster', 'no ending', 'psychotronic film', 'female nudity', 'large breasts']",https://www.imdb.com//title/tt0127045/
Virus (1980) ,5.0,"Horror, Sci-Fi, Thriller            ","['zombie', 'female nudity', 'bare breasts', 'grindhouse', 'papua new guinea']",https://www.imdb.com//title/tt0082559/
A Place Among the Dead (2020) ,None,"Crime, Horror, Thriller            ",[],https://www.imdb.com//title/tt13060796/
The Day of the Triffids (1963) ,6.2,"Horror, Sci-Fi            ","['psychotronic film', 'kew gardens london', ""lincoln's inn fields london england"", 'piccadilly circus london', 'houses of parliament london']",https://www.imdb.com//title/tt0055894/
Waxwork II: Lost in Time (1992) ,5.5,"Comedy, Fantasy, Horror            ","['transformation', 'time traveler', 'time travel into the past', 'male time traveller', 'female time traveler']",https://www.imdb.com//title/tt0105792/
The Detained (2017) ,3.4,"Comedy, Drama, Horror            ","['daisy dukes', 'denim shorts', 'murder', 'school', 'detention']",https://www.imdb.com//title/tt5810368/
Mortuary (I) (2005) ,4.0,"Horror, Mystery, Thriller            ","['bare chested male', 'crypt', 'attack', 'puking black', 'ooze']",https://www.imdb.com//title/tt0415167/
A Sound of Thunder (2005) ,4.2,"Action, Adventure, Horror            ","['time travel', 'hunter', 'alternate reality', 'plant', 'forest']",https://www.imdb.com//title/tt0318081/
The Canal (2014) ,5.8,"Horror, Mystery, Thriller            ","['infidelity', 'female nudity', 'cheating wife', 'father son relationship', 'vomiting']",https://www.imdb.com//title/tt2517658/
Herutâ sukerutâ (2012) ,6.3,"Drama, Horror            ","['capitalism', 'boyfriend has sex in front of girlfriend', 'jgirl', 'dream woman', 'it girl']",https://www.imdb.com//title/tt2147319/
Strangeland (1998) ,5.2,"Horror, Thriller            ","['sadomasochism', 'bondage', 'detective', 'internet', 'torture']",https://www.imdb.com//title/tt0124102/
Contracted (2013) ,5.3,"Drama, Horror, Thriller            ","['lesbian kiss', 'zombie', 'lesbian', 'rape', 'looking at oneself in a mirror']",https://www.imdb.com//title/tt2281159/
Train (I) (2008) ,4.7,"Horror, Thriller            ","['jock strap', ""breaking a bottle over someone's head"", 'tongue cut out', 'psychotronic film', 'characters murdered one by one']",https://www.imdb.com//title/tt1015474/
ThanksKilling (2009) ,4.2,"Comedy, Horror, Thriller            ","['murdered during sex', 'murder of a topless woman', 'reference to jonbenet ramsey', 'thanksgiving', 'dying during sex']",https://www.imdb.com//title/tt1129441/
Don't Look Up (2009) ,3.1,Horror            ,"['filmed on location', 'gypsy', 'romania', 'actress', 'extrasensory perception']",https://www.imdb.com//title/tt1034305/
Dead Rising: Endgame (2016) ,4.8,"Action, Horror, Sci-Fi            ","['based on video game', 'zombie']",https://www.imdb.com//title/tt5481404/
Warlock: The Armageddon (1993) ,5.5,"Action, Fantasy, Horror            ","['druid', 'warlock', 'pagan', 'paganism', 'witch']",https://www.imdb.com//title/tt0108517/
Pandemonium (1982) ,5.3,"Comedy, Horror, Mystery            ","['mounted police officer', ""horse's head"", 'premarital sex', 'red eyes', 'panties']",https://www.imdb.com//title/tt0084464/
It Stains the Sands Red (2016) ,5.5,"Drama, Horror, Sci-Fi            ","['female protagonist', 'desert', 'zombie', 'stranded in the desert', 'woman on her period']",https://www.imdb.com//title/tt5735280/
The Tortured (2010) ,5.5,"Horror, Thriller            ","['torture', 'revenge', 'husband wife relationship', 'kidnapping', 'death of son']",https://www.imdb.com//title/tt1017464/
They're Watching (2016) ,5.6,"Comedy, Horror, Thriller            ","['blood', 'village', 'nepotism', 'woods', 'painting']",https://www.imdb.com//title/tt3096858/
Rise of the Footsoldier 3 (2017) ,5.7,"Action, Comedy, Crime            ","['prequel', 'third part']",https://www.imdb.com//title/tt6076226/
The Amusement Park (2019) ,7.0,"Drama, Horror, Thriller            ","['amusement park', 'year 1973', 'unseen footage', 'age discrimination', 'discrimination']",https://www.imdb.com//title/tt9270362/
Wolves at the Door (2016) ,4.5,"Horror, Thriller            ","['home invasion', 'manson murders', 'listening to music', 'headphones', 'slasher flick']",https://www.imdb.com//title/tt4670016/
Tone-Deaf (2019) ,4.8,"Comedy, Horror, Thriller            ","['millennial', 'political satire', 'liberal vs. conservative', 'baby boomer', 'young versus old']",https://www.imdb.com//title/tt8332666/
Cabin Fever: Patient Zero (2014) ,4.4,"Horror, Sci-Fi            ","['white mouse', 'tasered', 'oversized dildo', 'containment laboratory', 'resort']",https://www.imdb.com//title/tt2102496/
Frank & Zed (2020) ,7.2,"Animation, Horror            ","['frankenstein', 'zombie', 'haunted castle', 'gore', 'puppet']",https://www.imdb.com//title/tt7374030/
Dr. Phibes Rises Again (1972) ,6.4,"Comedy, Horror            ","['egypt', 'tomb', 'telephone rigged to kill', 'mad scientist', 'sarcophagus']",https://www.imdb.com//title/tt0068503/
Slice (2018) ,4.5,"Comedy, Crime, Fantasy            ","['pizza', 'pizza slice', 'pizza delivery', 'pizza place', 'hell']",https://www.imdb.com//title/tt4411234/
Trapped Alive (1988) ,4.5,"Drama, Horror, Thriller            ","['sheriff', ""sheriff's deputy"", 'female best friends', 'mine shaft', 'cannibal']",https://www.imdb.com//title/tt0143952/
Armed Response (2017) ,3.8,"Action, Horror, Thriller            ","['proximity detector', 'prison', 'sensory deprivation', 'video playback', 'bicycle accident']",https://www.imdb.com//title/tt4557208/
Biohazard: Damnation (2012) ,6.5,"Animation, Action, Horror            ","['resident evil', 'based on game', 'anime', 'second part', 'sequel']",https://www.imdb.com//title/tt1753496/
Invaders from Mars (1953) ,6.3,"Horror, Sci-Fi            ","['alien', 'martian', 'mind control', 'alien invasion', 'underground hideout']",https://www.imdb.com//title/tt0045917/
Scream and Scream Again (1970) ,5.6,"Crime, Drama, Horror            ","['villain', 'grindhouse film', 'blood', 'mutilation', 'violence']",https://www.imdb.com//title/tt0064949/
Dead Trigger (2017) ,3.6,"Action, Horror, Sci-Fi            ",['game'],https://www.imdb.com//title/tt5662550/
Cobweb ,None,Horror            ,[],https://www.imdb.com//title/tt9100018/
Not of This Earth (1988) ,4.8,"Comedy, Horror, Sci-Fi            ","['female nudity', 'murder of a nude woman', 'sex in a car', 'alien', 'sex scene']",https://www.imdb.com//title/tt0095756/
House of Dracula (1945) ,5.8,"Fantasy, Horror, Sci-Fi            ","['female hunchback', 'shared universe', 'monster movie', 'lawrence larry talbot character', 'count dracula character']",https://www.imdb.com//title/tt0037793/
Robert (2015) ,3.1,Horror            ,"['doll', 'evil doll', 'husband wife relationship', 'toy comes to life', 'killer doll']",https://www.imdb.com//title/tt4141368/
Tutti i colori del buio (1972) ,6.7,"Horror, Thriller            ","['bare breasts', 'sexual intercourse', 'girl in shower', 'breasts', 'erotica']",https://www.imdb.com//title/tt0069390/
House of Dark Shadows (1970) ,6.4,"Drama, Fantasy, Horror            ","['turning into a vampire', '1970s', 'psychotronic film', 'supernatural power', 'vampire']",https://www.imdb.com//title/tt0065856/
Berserk: Ougon Jidai-hen I - Haou no Tamago (2012) ,7.6,"Animation, Action, Adventure            ","['medieval times', 'shapeshifting', 'arrow', 'arrow in chest', 'arrogance']",https://www.imdb.com//title/tt2210479/
The Tomb of Ligeia (1964) ,6.6,"Drama, Horror, Thriller            ","['19th century', 'black cat', 'tombstone', 'secret passage', 'riding accident']",https://www.imdb.com//title/tt0059821/
Earth vs the Spider (1958) ,4.4,"Horror, Sci-Fi, Thriller            ","['giant spider', 'school gymnasium', 'child in jeopardy', 'woman in jeopardy', 'kaiju']",https://www.imdb.com//title/tt0051570/
Skinwalkers (2006) ,4.6,"Action, Fantasy, Horror            ","['transformation', '12 year old', 'half breed', 'werewolf', 'desert eagle']",https://www.imdb.com//title/tt0461703/
Innocent Blood (1992) ,6.2,"Action, Comedy, Crime            ","['vampire', 'vampire human love', 'man in love with female vampire', 'female vampire', 'sex with a vampire']",https://www.imdb.com//title/tt0104511/
The Drone (2019) ,5.7,"Comedy, Horror, Sci-Fi            ","['husband wife relationship', 'drone', 'newlyweds', 'newlywed couple', 'science gone wrong']",https://www.imdb.com//title/tt7476524/
Tell Me How I Die (2016) ,5.0,"Horror, Mystery, Thriller            ","['college student', 'serial murder', 'repeat', 'brainwash', 'drug test']",https://www.imdb.com//title/tt5937770/
Poultrygeist: Night of the Chicken Dead (2006) ,6.1,"Comedy, Horror, Musical            ","['castration', 'indian burial ground', 'fast food', 'zombie', 'lesbian kiss']",https://www.imdb.com//title/tt0462485/
In a Dark Place (2006) ,4.3,"Horror, Thriller            ","['children', 'governess', 'ghost', 'bare breasts', 'asthma']",https://www.imdb.com//title/tt0460435/
Frankenstein Created Woman (1967) ,6.6,"Horror, Sci-Fi            ","['female frontal nudity', 'memory', 'execution', 'headless corpse', 'decapitation']",https://www.imdb.com//title/tt0061683/
Vicious Fun (2020) ,7.4,Horror            ,['1980s'],https://www.imdb.com//title/tt11778118/
Inside (I) (2016) ,4.7,"Horror, Thriller            ","['pregnant woman', 'pregnant', 'home invasion', 'remake', 'scissors']",https://www.imdb.com//title/tt5170810/
The Turn of the Screw (1992) ,5.3,"Horror, Thriller            ","['penis', 'incest', 'pedophile', 'psychotronic film', 'children']",https://www.imdb.com//title/tt0105659/
Smiley (2012) ,3.4,"Comedy, Horror, Mystery            ","['urban legend', 'internet', 'college', 'serial killer', 'student']",https://www.imdb.com//title/tt2025667/
Slave Girls from Beyond Infinity (1987) ,4.5,"Action, Adventure, Comedy            ","['big breasts', 'breast', 'love interest', 'scantily clad woman', 'rapist']",https://www.imdb.com//title/tt0093991/
A Return to Salem's Lot (1987) ,4.4,"Comedy, Horror, Thriller            ","['vampire', 'vampire hunter', 'teen angst', 'pregnancy', 'amorality']",https://www.imdb.com//title/tt0093855/
Tamara (2005) ,5.1,"Drama, Fantasy, Horror            ","['revenge', 'voyeurism', 'voyeur', 'mini dress', 'female removes her dress']",https://www.imdb.com//title/tt0401815/
Matriarch (I) (2018) ,5.4,"Horror, Thriller            ","['brutality', 'baby', 'escape', 'lighter', 'paramedic']",https://www.imdb.com//title/tt6301452/
The Dead Pit (1989) ,5.4,Horror            ,"['zombie', 'hypnosis', 'amnesia', 'mental hospital', 'brain surgery']",https://www.imdb.com//title/tt0122037/
The Revenge of Frankenstein (1958) ,6.8,"Horror, Sci-Fi            ","['professional jealousy', 'guillotine', 'hospital', 'execution', 'tattoo']",https://www.imdb.com//title/tt0050894/
Roger Corman's Frankenstein Unbound (1990) ,5.5,"Drama, Horror, Sci-Fi            ","['alternate reality', 'science runs amok', 'time travel', 'future', ""frankenstein's monster""]",https://www.imdb.com//title/tt0099612/
Al filo del hacha (1988) ,5.5,"Horror, Mystery, Thriller            ","['axe wielding maniac', 'small town', 'giallo', 'spanish giallo', 'mask']",https://www.imdb.com//title/tt0094627/
100 Feet (2008) ,5.5,"Horror, Mystery, Thriller            ","['prison', 'house arrest', 'revenge', 'ankle bracelet', 'woman']",https://www.imdb.com//title/tt0899128/
The Thaw (2009) ,5.2,"Horror, Sci-Fi            ","['arctic', 'psychotronic film', 'canadian content', 'canadian horror', 'parasite']",https://www.imdb.com//title/tt1235448/
Körkarlen (1921) ,8.1,"Drama, Fantasy, Horror            ","['ghost story', 'ghost', 'flashback', 'salvation', 'alcoholic']",https://www.imdb.com//title/tt0012364/
FirstBorn (2016) ,4.8,Horror            ,['child'],https://www.imdb.com//title/tt4399590/
Beowulf (1999) ,4.1,"Action, Adventure, Fantasy            ","['battle', 'knight', 'monster', 'warrior', 'sword and sorcery']",https://www.imdb.com//title/tt0120604/
El Prófugo (2020) ,5.4,"Horror, Thriller            ","['title directed by female', 'horror directed by woman', 'singer', 'voice dubber', 'vocal cord']",https://www.imdb.com//title/tt11417886/
Turkey Shoot (1982) ,5.9,"Drama, Horror, Sci-Fi            ","['prisoner', 'dystopia', 'brutality', 'rape', 'gore']",https://www.imdb.com//title/tt0082338/
Pin (1988) ,6.6,"Horror, Thriller            ","['woodpile', 'toddler', 'cake', 'coverup', 'flower']",https://www.imdb.com//title/tt0095871/
Dead Before Dawn 3D (2012) ,4.7,"Adventure, Comedy, Horror            ","['horror directed by woman', 'curse', 'demon', 'zombie', 'football player']",https://www.imdb.com//title/tt1989485/
The Boy (I) (2015) ,5.5,"Drama, Horror, Thriller            ","['9 year old', 'murder', 'child with a knife', 'son murders father', 'patricide']",https://www.imdb.com//title/tt2443822/
Baghead (2008) ,6.0,"Comedy, Drama, Horror            ","['cabin in the woods', 'big bear california', 'male frontal nudity', 'los angeles california', 'nudity']",https://www.imdb.com//title/tt0923600/
Silent Rage (1982) ,5.5,"Action, Crime, Horror            ","['two word title', 'face slap', 'fat man', 'sex scene', 'family home']",https://www.imdb.com//title/tt0084684/
Harbinger Down (2015) ,4.5,"Horror, Sci-Fi            ","['retro', 'retro horror', 'outer space', 'creature feature', 'shaky cam']",https://www.imdb.com//title/tt3397918/
Crush (II) (2013) ,5.6,"Horror, Thriller            ","['high school', 'crush', 'portrait', 'bicycle', 'obsession']",https://www.imdb.com//title/tt2093977/
Akelarre (2020) ,6.9,"Drama, History, Horror            ","['witches', 'basque country', 'spain', 'inquisition', 'village']",https://www.imdb.com//title/tt9916362/
Uzumaki (2000) ,6.2,"Drama, Fantasy, Horror            ","['spiral', 'snail', 'obsession', 'washing machine', 'suicide']",https://www.imdb.com//title/tt0244870/
Still/Born (2017) ,5.4,"Horror, Thriller            ","['set in u.s.a.', 'american played by canadian', 'americanized', 'united states of america', 'no opening credits']",https://www.imdb.com//title/tt6087426/
The Offspring (1987) ,5.8,"Action, Drama, Horror            ","['anthology', 'tennessee', 'switchblade', 'shot in the back', 'shot while trying to surrender']",https://www.imdb.com//title/tt0091671/
Perdita Durango (1997) ,6.3,"Action, Crime, Horror            ","['forced to watch rape', 'defloration by rape', 'santeria', 'rape', 'paganism']",https://www.imdb.com//title/tt0119879/
Tormented (I) (2009) ,5.1,"Comedy, Horror            ","['nudity', 'male objectification', 'bare butt', 'revenge', 'return from dead']",https://www.imdb.com//title/tt1100053/
The Raven (1935) ,7.0,"Crime, Horror            ","['raven', 'brain damage', 'pendulum', 'universal monsters', 'car accident']",https://www.imdb.com//title/tt0026912/
Crimewave (1985) ,5.7,"Comedy, Crime, Horror            ","['mouth zoom', 'nerd', 'spoof', 'goofball', 'absurd humor']",https://www.imdb.com//title/tt0088967/
Riding the Bullet (2004) ,5.2,"Horror, Thriller            ","['year 1969', 'based on short story', 'hallucination', 'hitchhiking', 'funeral']",https://www.imdb.com//title/tt0355954/
Svaha: The Sixth Finger (2019) ,6.2,"Horror, Mystery, Thriller            ",['murder'],https://www.imdb.com//title/tt7299298/
The Skull (1965) ,6.3,"Horror, Thriller            ","['reference to the marquis de sade', 'subjective camera', 'reference to marquis de sade', 'falling through a window', 'london england']",https://www.imdb.com//title/tt0059727/
Spontaneous Combustion (1990) ,4.8,"Horror, Sci-Fi, Thriller            ","['experiment gone wrong', 'human experiment', 'science runs amok', 'supernatural power', 'burnt to death']",https://www.imdb.com//title/tt0098375/
Flesh for Frankenstein (1973) ,5.9,"Horror, Sci-Fi            ","['public nudity', 'pubic hair', 'laboratory', 'female pubic hair', 'male full frontal nudity']",https://www.imdb.com//title/tt0071508/
Werewolf of London (1935) ,6.4,"Drama, Fantasy, Horror            ","['full moon', 'flower', 'laboratory', 'dysfunctional marriage', 'jealousy']",https://www.imdb.com//title/tt0027194/
Offspring (2009) ,4.8,Horror            ,"['female frontal nudity', 'first part', 'part of a trilogy', 'slasher', 'cannibal']",https://www.imdb.com//title/tt1262413/
Lady in a Cage (1964) ,6.8,"Drama, Horror, Thriller            ","['elevator', 'grande dame guignol', 'bare chested male', 'woman in jeopardy', 'violence']",https://www.imdb.com//title/tt0058283/
Blood Feast (1963) ,5.1,Horror            ,"['bloody violence', 'dead woman in a bathtub', 'gross out', 'ishtar', 'caterer']",https://www.imdb.com//title/tt0056875/
Navy Seals vs. Zombies (2015) ,3.3,"Action, Horror            ","['navy seal', 'building', 'shot through the head', 'infection', 'zombie']",https://www.imdb.com//title/tt4511566/
And Soon the Darkness (1970) ,6.6,"Horror, Mystery, Thriller            ","['cycling', 'missing woman', 'french countryside', 'mysterious disappearance', 'mysterious man']",https://www.imdb.com//title/tt0065398/
Anything for Jackson (2020) ,7.6,Horror            ,[],https://www.imdb.com//title/tt12137964/
Queen of Blood (1966) ,5.3,"Horror, Sci-Fi            ","['phobos', 'radiation burst', 'helmet', 'visor', 'rocket']",https://www.imdb.com//title/tt0060877/
Kolskaya sverhglubokaya (2020) ,None,Horror            ,['secret'],https://www.imdb.com//title/tt11815960/
Stepfather II (1989) ,5.7,"Horror, Thriller            ","['tablesaw', 'looking at oneself in a mirror', 'man punches a woman', 'slasher', 'sexploitation']",https://www.imdb.com//title/tt0098385/
Santa Jaws (2018) ,3.7,"Action, Adventure, Comedy            ","['great white shark', 'santa claus outfit', 'fistfight', 'punched in the face', 'kicked in the balls']",https://www.imdb.com//title/tt8305692/
Always Shine (2016) ,5.6,"Drama, Horror, Mystery            ","['concealed nudity', 'casting couch', 'title directed by female', 'jealousy', 'best friends']",https://www.imdb.com//title/tt4392770/
Boys in the Trees (2016) ,6.3,"Drama, Horror, Thriller            ","['skateboarding', 'mask', 'toilet papering', 'clown mask', 'ghost costume']",https://www.imdb.com//title/tt3445580/
Strip Club Massacre (2017) ,5.1,"Horror, Thriller            ","['bare breasts', 'never give up', 'drastic action or change', 'extreme measures', 'erotica']",https://www.imdb.com//title/tt4881430/
Island of Death (1976) ,5.1,Horror            ,"['greek island', 'psychopath', 'incest', 'anal rape', 'insanity']",https://www.imdb.com//title/tt0188527/
Incubus (1981) ,5.5,"Horror, Thriller            ","['murder', 'librarian', 'small town', 'quarry', 'one word title']",https://www.imdb.com//title/tt0084133/
The Wicker Tree (2011) ,3.8,"Drama, Horror            ","['sex scene', 'female nudity', 'folk horror', 'supernatural horror', 'bare breasts']",https://www.imdb.com//title/tt0323808/
X (1963) ,6.7,"Horror, Sci-Fi, Thriller            ","['x ray vision', 'b movie', 'h.p. lovecraft', 'mad scientist', 'blackjack game']",https://www.imdb.com//title/tt0057693/
Downrange (2017) ,5.4,"Action, Horror, Thriller            ","['changing a flat tire', 'sniper', 'shot in the shoulder', 'bottle of water', 'water bottle']",https://www.imdb.com//title/tt6138228/
Macabro (1980) ,6.0,Horror            ,"['mother kills own child', 'necrophilia', 'bare chested male', 'bare breasts', 'accident']",https://www.imdb.com//title/tt0080764/
Son of Dracula (1943) ,6.1,"Drama, Fantasy, Horror            ","['dracula', 'vampire', 'monster movie', 'count dracula character', 'reference to dracula']",https://www.imdb.com//title/tt0036376/
Devil in the Flesh 2 (2000) ,4.4,"Horror, Thriller            ","['lesbian rape', 'sexual abuse', 'villainess', 'villainess played by lead actress', 'seduction']",https://www.imdb.com//title/tt0217086/
Frankenstein (II) (2015) ,5.1,"Horror, Sci-Fi, Thriller            ","['scientist', 'laboratory', 'bottle feeding', 'mother child relationship', 'behaving like a child']",https://www.imdb.com//title/tt4086032/
Midnighters (2017) ,5.4,"Crime, Drama, Horror            ","['tape over mouth', ""new year's eve"", 'driving under influence', 'hit by car', 'marital problems']",https://www.imdb.com//title/tt5737582/
I Trapped the Devil (2019) ,4.8,"Drama, Horror, Mystery            ",['christmas'],https://www.imdb.com//title/tt8708304/
Kiseijuu (2014) ,6.9,"Action, Drama, Horror            ","['live action remake of anime', 'shape shifter', 'anime adaptation', 'mother son relationship', 'invasion']",https://www.imdb.com//title/tt3345472/
Ne te retourne pas (2009) ,5.8,"Drama, Horror, Mystery            ","['multiple actors for one character', 'woman', 'voyeurism', 'lust', 'leg spreading']",https://www.imdb.com//title/tt1075113/
Soul Survivors (2001) ,3.9,"Horror, Mystery, Thriller            ","['supernatural horror', 'college', 'car accident', 'ghost', 'alternate reality']",https://www.imdb.com//title/tt0218619/
The Keeping Hours (2017) ,6.3,"Drama, Fantasy, Horror            ","['psychological drama', 'couple relationship', 'father son relationship', 'mother son relationship', 'car accident']",https://www.imdb.com//title/tt5114154/
Sette note in nero (1977) ,7.0,"Horror, Mystery, Thriller            ","['giallo', 'psychic', 'premonition', 'female protagonist', 'husband wife relationship']",https://www.imdb.com//title/tt0075614/
Red (XI) (2020) ,10.0,Horror            ,[],https://www.imdb.com//title/tt12757372/
Grabbers (2012) ,6.3,"Action, Adventure, Comedy            ","['bathtub', 'lobster trap', 'ferry boat', 'sprinkler system', 'eaten alive']",https://www.imdb.com//title/tt1525366/
My Best Friend Is a Vampire (1987) ,6.1,"Comedy, Horror, Romance            ","['freeze frame', 'split screen', 'disbelief', 'sexist', 'sexism']",https://www.imdb.com//title/tt0095684/
The Odds (2018) ,4.7,Horror            ,['woman wears a tank top'],https://www.imdb.com//title/tt8025310/
This Island Earth (1955) ,5.9,"Horror, Mystery, Sci-Fi            ","['alien', 'dying planet', 'alien planet', 'exploding house', 'exploding building']",https://www.imdb.com//title/tt0047577/
Legend of Siren XX: Diabolic Lust (2009) ,7.8,"Drama, Horror            ","['softcore', 'seduction', 'prude', 'retard', '12th century']",https://www.imdb.com//title/tt9573984/
Animal (I) (2014) ,4.7,"Action, Adventure, Drama            ","['cabin', 'woods', 'walkie talkie', 'boyfriend girlfriend relationship', 'group of friends']",https://www.imdb.com//title/tt2996684/
Primeval (2007) ,4.8,"Action, Adventure, Crime            ","['based on true story', 'burundi', 'monster', 'corpse', 'mass grave']",https://www.imdb.com//title/tt0772193/
30 Miles from Nowhere (2018) ,4.3,"Comedy, Horror, Thriller            ",['fight'],https://www.imdb.com//title/tt7316576/
Sssssss (1973) ,5.4,"Horror, Sci-Fi            ","['professor', 'college student', 'snake', 'cobra', 'scientist']",https://www.imdb.com//title/tt0070622/
Portraits of Andrea Palmer (2018) ,5.7,"Drama, Horror, Thriller            ","['murder', 'revenge', 'gore', 'drug addiction', 'suicide attempt']",https://www.imdb.com//title/tt8885194/
Calvaire (2004) ,6.2,Horror            ,"['woods', 'van', 'singer', 'inn', 'french horror']",https://www.imdb.com//title/tt0407621/
Le notti del terrore (1981) ,5.7,Horror            ,"['cleavage', 'scythe', 'erotica', 'kinky sex', 'sexy dance']",https://www.imdb.com//title/tt0081248/
Captivity (2007) ,4.7,"Crime, Horror, Mystery            ","['kicked in the crotch', 'strapped to a chair', 'sexy woman', 'strapped to a bedframe', 'captive']",https://www.imdb.com//title/tt0374563/
La lengua asesina (1996) ,4.8,"Comedy, Sci-Fi, Horror            ","['prison', 'poodle', 'heist', 'nun', 'desert']",https://www.imdb.com//title/tt0116770/
I.C.U. (2009) ,2.6,"Horror, Thriller            ","['bound and gagged', 'apartment', 'teenager', 'stabbed in the back', 'stabbed to death']",https://www.imdb.com//title/tt1475569/
Parts Unknown (2018) ,3.2,Horror            ,"['wrestler', 'fight', 'wrestling ring', 'wrestling fans', 'wrestling']",https://www.imdb.com//title/tt5759188/
Beneath Us (I) (2019) ,5.2,"Horror, Thriller            ","['guest house', 'american dream', 'payday', 'nightmare', 'seduction']",https://www.imdb.com//title/tt5092484/
The Hand (1981) ,5.5,"Drama, Horror, Thriller            ","['hallucination', 'severed hand', 'insanity', 'husband wife relationship', 'woods']",https://www.imdb.com//title/tt0082497/
Death Spa (1989) ,5.2,Horror            ,"['health club', 'topless female nudity', 'slasher', 'mass murder', 'person on fire']",https://www.imdb.com//title/tt0099384/
La tarantola dal ventre nero (1971) ,6.4,"Horror, Mystery, Thriller            ","['giallo', 'female nudity', 'pantyhose legs', 'psychotronic film', 'tarantula']",https://www.imdb.com//title/tt0069343/
Two Thousand Maniacs! (1964) ,5.9,Horror            ,"['bluegrass music', 'southern u.s.', 'quicksand', 'legend', 'psychopathic killer']",https://www.imdb.com//title/tt0058694/
La notte che Evelyn uscì dalla tomba (1971) ,5.7,"Horror, Mystery, Thriller            ","['giallo', 'psychopath', 'maniac', 'homicidal maniac', 'torture']",https://www.imdb.com//title/tt0067487/
10/31 (2017) ,5.4,Horror            ,"['halloween', 'date in title', 'horror host', 'bed and breakfast', 'old dark house']",https://www.imdb.com//title/tt6235650/
The Believers (1987) ,6.1,"Crime, Drama, Horror            ","['satanic cult', 'child sacrifice', 'ritual', 'female rear nudity', 'female nudity']",https://www.imdb.com//title/tt0092632/
Lisa e il diavolo (1973) ,6.4,"Horror, Mystery            ","['giallo', 'exposed thighs', 'slender legs', 'female masculine short hair', 'spanish giallo']",https://www.imdb.com//title/tt0068863/
La rose de fer (1973) ,6.2,"Fantasy, Horror            ","['sex on grave', 'couple', 'cemetery', 'train', 'sex in a cemetery']",https://www.imdb.com//title/tt0126004/
The Invisible Man Returns (1940) ,6.5,"Drama, Horror, Mystery            ","['invisible man', 'framed for murder', 'invisibility', 'on the run', 'sequel']",https://www.imdb.com//title/tt0032635/
All Light Will End (2018) ,4.0,"Horror, Thriller            ","['murder', 'death', 'violence', 'flashback', 'dog']",https://www.imdb.com//title/tt6023386/
Devil Doll (1964) ,4.4,Horror            ,"['ventriloquist', 'supernatural power', 'psychotronic film', 'ventriloquist dummy', 'miniature person']",https://www.imdb.com//title/tt0058007/
Dark Tide (2012) ,4.3,"Action, Adventure, Drama            ","['jelly fish', 'touching a shark', 'can of beer', 'spear gun', 'life vest']",https://www.imdb.com//title/tt1507563/
Dead Birds (2004) ,5.6,"Horror, Thriller, Western            ","['demon', '19th century', 'black magic', 'bank robbery', 'horror western']",https://www.imdb.com//title/tt0377749/
Mikey (1992) ,5.7,"Horror, Thriller            ","['killer child', 'electrocuting someone', 'child serial killer', 'evil child', 'swimming pool']",https://www.imdb.com//title/tt0104870/
Cottage Country (2013) ,5.6,"Comedy, Crime, Horror            ","['backwood slasher', 'canadian horror', 'slacker', 'female stockinged legs', 'black pantyhose']",https://www.imdb.com//title/tt2072933/
Tokugawa irezumi-shi: Seme jigoku (1969) ,5.7,"Crime, Drama, Horror            ","['tattoo', 'injection', 'captive woman', 'chain', 'cage']",https://www.imdb.com//title/tt0142920/
The Peanut Butter Solution (1985) ,6.2,"Adventure, Comedy, Family            ","['child kidnapping', 'crying', 'bald', 'bald child', 'baldness']",https://www.imdb.com//title/tt0089789/
The Outing (1987) ,5.1,Horror            ,"['bare breasts', 'murder of a nude woman', 'nudity', 'genie', 'museum']",https://www.imdb.com//title/tt0091707/
Circus of Horrors (1960) ,6.1,"Horror, Drama            ","['psychotronic film', 'circus', 'prostitute', 'basque', 'scantily clad female']",https://www.imdb.com//title/tt0053717/
Getaway (II) (2020) ,4.0,"Horror, Thriller            ",[],https://www.imdb.com//title/tt6263490/
Kurîpî: Itsuwari no rinjin (2016) ,6.3,"Horror, Mystery, Thriller            ","['unsolved mystery', 'odd neighbor', 'school uniform', 'girl', 'unsolved murder']",https://www.imdb.com//title/tt4900708/
Drive Thru (2007) ,4.5,"Comedy, Horror            ","['b movie', 'tape over mouth', 'clown', 'horny the clown', 'teenager']",https://www.imdb.com//title/tt0466766/
Jack-O (1995) ,3.4,Horror            ,"['halloween', 'zombie', 'reincarnation', 'small town', 'haunted house']",https://www.imdb.com//title/tt0113449/
Black Moon (1975) ,6.3,"Fantasy, Horror, Mystery            ","['surrealism', 'absurdism', 'pig', 'girl', 'unicorn']",https://www.imdb.com//title/tt0072709/
¿Quién puede matar a un niño? (1976) ,7.3,"Action, Adventure, Crime            ","['cult film', 'death of an expectant mother', 'death of a pregnant woman', 'child murderer', 'murder of a pregnant woman']",https://www.imdb.com//title/tt0075462/
